@relation data

@attribute 50855 numeric
@attribute 6655 numeric
@attribute 2810 numeric
@attribute 5063 numeric
@attribute 6464 numeric
@attribute 5163 numeric
@attribute 7249 numeric
@attribute 3479 numeric
@attribute 6517 numeric
@attribute 5062 numeric
@attribute 57580 numeric
@attribute 10298 numeric
@attribute 3484 numeric
@attribute 10488 numeric
@attribute 572 numeric
@attribute 2151 numeric
@attribute 3636 numeric
@attribute 2066 numeric
@attribute 5747 numeric
@attribute 1385 numeric
@attribute 23368 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 10000 numeric
@attribute 7248 numeric
@attribute 2885 numeric
@attribute 9586 numeric
@attribute 56924 numeric
@attribute 4609 numeric
@attribute 6654 numeric
@attribute 6195 numeric
@attribute 10971 numeric
@attribute 2932 numeric
@attribute 1029 numeric
@attribute 2931 numeric
@attribute 1027 numeric
@attribute 9221 numeric
@attribute 1647 numeric
@attribute 4233 numeric
@attribute 57144 numeric
@attribute 5728 numeric
@attribute 7529 numeric
@attribute 598 numeric
@attribute 1017 numeric
@attribute 10682 numeric
@attribute 5058 numeric
@attribute 8660 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 2549 numeric
@attribute 3429 numeric
@attribute 7534 numeric
@attribute 3667 numeric
@attribute 7533 numeric
@attribute 5770 numeric
@attribute 7532 numeric
@attribute 56288 numeric
@attribute 7531 numeric
@attribute 8471 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
7.650487663,7.055014278,8.415309872,5.761026747,8.62624266567,6.732001603,7.5150055545,7.5228200195,5.641698649,7.58494976267,7.818807631,6.668976943,5.521935748,7.173305173,8.04104994467,6.16998656,10.57043948,7.108213734,8.7160245685,11.005151922,10.65416187,9.592833039,5.479142629,7.09722914933,5.9896451145,10.51995589,5.4786784915,7.782313495,9.153599552,6.6511921908,7.641511935,10.829470512,6.507481989,7.288835508,13.32746778,9.583290187,5.712608247,6.991610063,10.1640382545,8.410834102,8.873106035,6.179665925,5.850933908,9.658595819,10.689313351,8.478052396,8.5614408535,9.563520973,9.29724939,10.77336613,6.657000843,9.15686751,5.95116306267,13.18602605,9.2919000485,9.072521955,13.27043919,10.57445661,9.361293612,6.113175002,6.42883852133,6.413717301,6.604948967,BRCA
6.5455490395,7.958945778,8.257648453,5.8796514,8.601359139,7.247265632,7.0080930265,8.087964069,6.239651629,7.93261710267,7.330919398,6.91179159267,5.628991416,6.230458223,7.56627437633,6.4406476485,10.97683637,6.890845266,9.5799510855,10.78322175,10.7998525,9.66262953467,6.97372929,7.64534915633,6.67480979075,10.94695398,5.7708818765,7.83297538875,9.5256586835,6.1810404658,6.818777479,11.023407075,8.512524314,7.194930658,13.45687162,9.857779317,5.99415791867,6.58789422,10.0441681905,8.954051688,10.33052152,6.375000864,6.0725711085,10.53537772,11.1506836145,9.3012466535,8.893995041,9.59619028,9.270109064,11.64562254,6.822223857,8.195422808,6.216767413,13.11183912,10.340569346,10.04292168,13.19781415,10.69259831,9.156716071,6.455783898,6.52215771867,6.081303006,7.351535111,Control
7.043668604,8.326250965,8.252714063,5.178626261,8.523978557,6.836053906,7.1460675305,8.090572707,6.314792241,7.94302709167,6.98911381,6.88726016867,5.869973768,6.891483363,7.59129591867,6.1576359465,11.39078175,7.040347606,9.807955308,10.4041484903,10.67254493,9.935713008,7.400262798,7.42531964067,6.649787867,10.51147622,5.8854976,7.80621293675,9.597360232,6.2641767912,7.235298947,11.5313713,8.640083234,6.833435745,13.37355718,9.894916689,5.68078141,6.962725777,9.813364775,8.869671817,10.3523372185,6.090224257,5.944323571,10.73844933,10.921528441,9.2475715835,9.195934583,9.079192165,9.21638279,12.0344036,6.672535396,8.126576876,5.92866327233,13.36626624,10.243054827,10.43052602,13.03258307,10.93430845,9.4850268925,6.162699096,7.410209695,6.045328972,7.359104133,Control
7.7260197415,7.997872605,9.483967456,5.682862067,9.16094315833,6.667222002,7.550712611,5.899641789,6.070449036,7.87233796567,8.608754849,7.10358658867,6.674620337,7.034031682,7.66188804867,6.49116438,12.07288802,6.56544914,9.6749751715,10.5074705227,10.99212422,10.2127518167,6.998819226,7.18948982933,6.13687965425,10.31178269,5.6707063705,7.59638411825,9.06038523,6.4680598564,8.547261958,9.689899517,7.7584583,7.428771926,12.98137289,9.243632862,5.986607541,6.940170054,8.716991196,9.289454752,10.288105725,6.016257423,6.5271583745,9.656380672,10.7254236375,10.160659071,9.7479615385,9.546745518,10.06933601,11.29880451,4.904979261,8.437316311,5.81419016733,13.23871974,10.695078548,10.35004996,13.58717103,11.37859847,7.1421030915,6.212623443,7.75918708867,6.109993193,6.6884391885,BRCA
7.066012019,8.051101686,6.765803652,5.582263377,8.789516499,6.746786795,7.16160132,8.452876529,5.764082867,7.52928093467,8.760937063,6.941697034,8.01995518,6.866664227,7.66703628367,7.532768914,12.11092378,7.031111531,9.2641454985,9.90083481867,11.86989657,10.3303371883,6.457877938,7.22974910533,6.3478008495,10.97955044,5.6644220515,7.92036271475,9.5800955565,6.2731222318,7.369905099,10.043318064,7.8511886,7.665607022,13.46017433,10.71182636,6.04954423267,7.146036874,8.4863279555,8.742091394,9.747476713,5.837193482,6.130916478,10.45510657,10.2594135915,8.9891806855,9.3160147545,8.789192187,9.423032438,11.1371034,5.472171943,8.637277967,5.68293841733,12.92825655,10.37185721,9.905109092,13.1958974,11.03430052,7.3575656335,6.502239591,6.58181998633,5.793708154,6.843482732,BRCA
7.466814708,7.815353072,9.813452991,5.6227922,8.419142242,6.702522925,7.4861186035,5.929829729,5.997919695,7.75599573933,7.704268742,7.152093931,6.500531553,6.915763256,8.02569258867,6.209177438,11.88705885,7.077406246,9.278094081,10.2584479883,10.79624673,10.0295226957,6.272541727,7.40587247233,6.2124689205,10.24904266,5.4935537865,7.7012155005,9.0393998015,5.9699885564,9.370644433,9.7187563365,7.192690117,7.3860315285,13.03363813,9.940739781,5.98239616367,6.8817904,8.9933055285,8.721399256,8.883844879,5.524197895,6.2546153975,9.799419701,10.5808051515,9.423520902,9.532128788,9.958817714,9.880142578,10.99802289,4.944168843,9.107714755,5.788274463,12.48456748,9.9558578525,10.1431986,13.23568448,11.22557215,7.10891775,6.641730707,7.562768804,6.311798825,7.08107622375,BRCA
7.326084489,7.672568764,9.411691645,5.443947436,8.58330978467,6.709639152,7.34171602,5.5987233425,5.903768142,7.607699735,8.334118084,7.44371655133,7.125023166,6.82683803,7.95110622133,6.152558154,11.85977947,6.400115736,9.5786882385,10.0323493423,10.78864516,10.1231177773,7.39763426,7.49295514767,6.1028603775,10.35443153,5.65532370625,7.98706931475,8.9731778835,6.149615173,9.269968858,9.654362623,7.688986551,7.6297769445,12.8538437,9.388491534,5.58848003267,6.725404178,8.896381156,8.961436038,9.2531399105,5.720012484,6.655277743,9.411691645,10.4220281465,10.2211742005,9.817272827,9.877790685,10.12536217,11.5269639,5.538546893,8.783359349,5.65355368433,12.55918115,10.492065071,10.02243063,13.28849775,11.6020262,7.05551157,6.078210195,7.571187274,5.825665599,6.38540810175,BRCA
7.4030363185,7.588473151,8.853856214,5.37574431,8.49027171233,6.817882628,7.2558065975,7.409838005,5.835804886,7.474927603,8.135646608,6.99125126167,7.318315015,7.30834159,7.89435356167,6.764090003,11.47374394,6.783984095,9.21652246,9.692770319,10.86989475,10.182290716,6.554209422,6.76555037667,6.0448145055,10.70897201,5.5028216445,7.23429106825,8.9213733295,5.8423494772,7.893879593,10.1255478285,7.192172276,7.5643569095,12.80365393,9.946226836,6.30118840567,7.049089233,8.753016755,8.827105378,9.264019416,6.015700078,6.473526085,9.922525358,10.774455608,9.52090632,9.1966010805,9.783907232,10.00810682,11.09109172,5.070616072,8.641727659,5.456942846,12.77884208,10.1694945775,10.25917864,13.34981755,10.92591806,7.5363665025,6.309026649,7.440021985,6.011233546,6.7911300605,BRCA
7.103946414,7.816841466,9.462104032,5.410164055,8.95843216133,6.508829224,7.6189136335,6.4844522785,5.706331104,7.58342234833,9.954407582,7.58098573433,9.186314283,6.941461789,8.071594068,6.5583762725,11.68597092,6.16551567,9.337026401,9.570767933,10.87885198,10.3257906717,7.681310676,7.20381425033,6.08165818225,10.08429722,5.267785966,7.578121022,9.111304808,6.3082972356,7.733390145,9.668764921,7.574595656,7.519177108,12.71275703,9.355059844,5.94716203467,6.900568353,9.089847459,9.217994719,9.097803495,5.878793533,6.257271368,9.905613067,10.6742105895,10.1528186875,9.742178486,10.15541314,10.13367562,11.26511118,5.353156751,8.719338441,5.79947823233,12.78522262,10.9285934085,10.57522277,13.33171827,11.22643043,7.296704193,6.11114154,8.02059184133,6.185079214,6.67358924525,BRCA
6.995053331,8.635646596,9.131690517,6.157049396,8.67313689733,7.429032419,7.146158321,6.797392804,5.398154738,7.32187888267,7.048353701,6.97610052433,5.192343244,6.918031734,8.530428344,6.609358486,12.19466615,7.287022318,9.6546657745,10.2933462963,11.58252909,10.2867156497,5.687628504,7.04919297067,6.424485401,10.88129775,5.47877633725,7.37965143875,10.2970447,6.0107537932,8.635646596,8.9745205145,8.480033951,7.7140739065,10.04563037,10.72853303,6.439666078,7.891238603,8.921795507,9.313099074,8.805566555,5.790127717,6.318826387,9.850777208,9.266249858,7.5182568945,9.453635543,10.44623067,9.841965701,11.38620755,5.027033758,8.95253824,5.17455334633,13.78998546,10.2334657675,7.724140554,13.17478142,7.591767528,5.471743705,5.762422735,6.529136167,6.46344723,6.6605798635,BRCA
