@relation data

@attribute 4660 numeric
@attribute 23236 numeric
@attribute 5579 numeric
@attribute 2149 numeric
@attribute 9459 numeric
@attribute 5578 numeric
@attribute 50649 numeric
@attribute 2768 numeric
@attribute 9828 numeric
@attribute 10672 numeric
@attribute 9826 numeric
@attribute 50650 numeric
@attribute 2770 numeric
@attribute 23370 numeric
@attribute 22899 numeric
@attribute 2792 numeric
@attribute 27237 numeric
@attribute 387 numeric
@attribute 107 numeric
@attribute 9002 numeric
@attribute 6093 numeric
@attribute 9639 numeric
@attribute 8874 numeric
@attribute 23365 numeric
@attribute 2776 numeric
@attribute 6885 numeric
@attribute 23229 numeric
@attribute 5290 numeric
@attribute 9181 numeric
@attribute 2782 numeric
@attribute 9138 numeric
@attribute 7984 numeric
@attribute 128272 numeric
@attribute 2185 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCA}

@data
6.2150863915,6.4844860445,6.39932068633,11.75733557,11.72288448,8.202296649,6.86795903,7.853596491,9.125000832,8.5717472095,7.160270403,11.11336307,6.097670028,11.06412655,6.955013775,5.704879743,6.189879523,12.64120964,6.45574924,6.804593667,6.841316277,10.65863127,6.9155758595,8.584390499,6.808774778,8.596587527,7.333381522,6.657000843,11.58990637,13.00161496,7.55477452833,7.127628679,9.376006585,6.64403477267,6.847562044,6.9076540764,BRCA
6.7934792275,6.6696596965,6.68769140167,11.9564860075,12.22228482,8.474558864,5.8507392895,7.824689506,9.116857992,8.5570198115,6.75902851233,11.61752958,6.6687748565,11.07640162,6.418869319,5.291135005,6.582936515,12.30040269,6.928720816,6.1096319405,8.010333857,10.58354379,7.0280872375,8.717266109,9.546605663,9.0816140535,7.344808806,6.822223857,11.28124924,13.04989878,6.964729076,6.7795826835,8.820131982,6.47380877667,6.739109305,7.509195938,Control
7.4553755765,6.8308282135,6.24070564267,11.749596883,12.61931219,8.584390499,6.6186871925,8.27787209,9.682240186,8.1488016765,6.97687083067,11.32023378,7.184102984,10.88698849,6.920088188,5.465820435,7.010810952,12.38074251,6.6365159435,6.1136713175,8.228615647,10.8409276,6.82722657275,8.680993366,9.998851701,9.1999885685,7.394079193,6.672535396,11.87062298,13.26893746,7.07433236567,7.4812417145,9.437815065,6.29282598867,6.521369295,7.3656981534,Control
6.522482528,6.0566410755,6.35314852433,10.9551055265,11.94088626,7.646632733,6.2814389675,7.975217304,9.972804328,6.9824309615,6.85179277033,11.06473959,5.4787995935,11.01404508,7.147411327,5.973617732,7.290182754,11.64892389,7.5681815995,6.0368405125,6.165666403,10.94530503,7.17812552075,9.101726968,9.061277435,8.733092931,7.593057023,4.904979261,11.77387079,13.29995283,7.727279445,8.118436281,10.35054176,6.61150973733,5.09930704,7.1534205814,BRCA
6.606060128,6.1713175965,6.73899581333,12.47184107,12.3148028,7.883225397,6.7615365545,7.759504455,9.798905567,7.555290803,6.49978576033,11.4521693,6.159811817,11.31639767,7.28181675,6.049636893,7.663239867,11.744773,8.248473233,6.445534396,6.754958049,11.46296756,6.97920365725,9.303010758,9.803614982,9.2660120735,7.878512509,5.472171943,12.47196608,13.17700839,7.183012295,7.4607373415,10.03037096,6.25544650767,6.107798352,7.0222287176,BRCA
6.7413607975,6.211869299,6.39469361333,11.106139519,12.08741818,8.420129842,6.5869313135,7.6567115775,10.11282428,7.1053956975,6.75918551067,11.31639767,5.6032236615,11.19124141,6.594328803,5.732683853,6.744602197,11.37964115,7.7603213985,5.9744242255,6.390947607,10.63612184,6.84138416125,8.874183054,8.90929393,8.692934023,7.298523434,4.944168843,12.01384441,13.33363132,6.95788567333,8.5665438105,9.928970257,6.46065986433,6.07692847,6.9209080238,BRCA
6.7795959815,5.8868527975,6.135427533,10.837073227,12.09712198,7.621284726,6.080841847,7.5260455805,9.925777364,6.970794802,7.00616258367,11.44639338,5.6081323905,11.05798176,6.902016657,5.542111953,7.265898928,11.16916418,8.9607456695,6.085969302,5.819036642,10.4760984,7.13296659575,9.192268846,8.5896522,8.4734774435,7.488003031,5.538546893,11.87223249,13.36856584,7.42533658167,7.645996026,10.29747263,6.65640928767,5.439300032,6.8965544166,BRCA
6.7639472735,6.0972822555,6.82794277033,11.4335031145,12.0234322,7.779918143,6.159652135,7.962070869,9.663033731,7.221473383,6.901094345,11.42384353,5.800661023,10.95307261,6.928669743,5.655216748,7.309387959,11.66819594,8.247227253,6.109719723,6.462793134,10.37781545,6.99163943775,9.086614694,8.886520521,8.580432115,7.542337622,5.070616072,12.07225833,13.36355512,7.05176361233,7.717619644,10.37529501,6.47103919267,6.101508918,6.895239566,BRCA
6.5624381805,6.0356141115,6.69079792733,10.9875720195,11.6799266,7.098719371,6.6047649325,7.680914872,9.768664506,7.2319628505,6.869329802,11.04491678,5.52926424,11.28033307,6.953268513,6.118635505,7.206333395,11.52630619,9.5775018565,5.8103717685,6.132068463,10.26978741,7.13941373125,8.822746975,8.45292188,8.5357374825,7.457526834,5.353156751,11.68740205,13.29267684,7.59954643233,7.8098681835,9.828097252,6.605324117,5.379907907,7.0040046146,BRCA
6.25801717,5.0579964415,6.127634878,9.600415897,12.42398457,7.791197286,5.5186800855,6.163731976,10.44063591,6.895077292,7.01191404267,8.608754849,5.47662364,11.05137569,6.709397913,5.537615426,8.493075988,9.38829779,6.364286878,5.3804824545,5.833276737,9.676230874,7.06399239075,7.591767528,9.284894137,7.348718546,8.054171682,5.027033758,12.93245566,13.38150649,6.66947468633,7.284669954,10.85219028,6.21975276833,5.039808741,7.4112322548,BRCA
