@relation data

@attribute 3265 numeric
@attribute 805 numeric
@attribute 1742 numeric
@attribute 5894 numeric
@attribute 801 numeric
@attribute 27330 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 815 numeric
@attribute 2905 numeric
@attribute 816 numeric
@attribute 2906 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 5170 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 1385 numeric
@attribute 4747 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 808 numeric
@attribute 88 numeric
@attribute 6195 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
8.198599078,13.38150649,8.91139283,10.23292486,12.72208073,6.920832557,6.37665759367,6.065341406,5.735529792,4.893133131,5.659219053,6.6343243228,4.924350826,6.093509969,8.432536035,6.4696508394,5.583897325,5.97637008,11.005151922,5.438302209,7.09722914933,5.9896451145,12.59449147,6.631326684,7.288835508,8.06297051567,BRCA
7.4409667175,13.60583775,8.491693915,10.11618835,12.77087865,6.945300803,6.09051144533,6.024591871,4.932877618,5.487045126,6.199285243,7.4279636484,4.553801017,6.32819879025,8.398001158,7.150559257,5.5747635905,6.060161576,10.78322175,5.243375136,7.64534915633,6.67480979075,12.7232493,6.454961876,7.194930658,8.197304519,Control
7.6537280945,13.47298527,8.626522298,10.13087976,12.97797754,6.861989859,6.40003173433,5.582263377,5.790388412,5.032994809,6.000006339,6.2234283246,5.510179653,6.3057024235,8.5689651635,7.2121520398,5.521682415,6.038980014,10.4041484903,5.290950766,7.42531964067,6.649787867,12.52742331,6.8430452,6.833435745,8.151507585,Control
8.1909422715,12.16391545,9.406067387,10.76657469,12.99135537,7.369796071,6.431251972,5.715352018,5.818269799,5.825792781,5.932280461,7.3891393726,4.877021802,5.77084102,8.8803822835,6.5523992454,5.56154535,5.831124321,10.5074705227,4.904979261,7.18948982933,6.13687965425,13.2860567,6.722606479,7.428771926,8.08129530567,BRCA
7.2806843915,12.44601199,9.826628375,10.37973064,13.22427159,6.866664227,6.06765298567,6.307980018,5.917259434,6.622202397,6.073504957,7.102716789,5.805041697,6.31097129675,9.045054579,6.8318493608,5.528030344,5.884360575,9.90083481867,5.706262025,7.22974910533,6.3478008495,13.16228672,6.837126844,7.665607022,7.95451796533,BRCA
8.539009948,12.2076581,9.589941868,10.55366796,12.53522562,6.69947225,6.69733073267,5.976599205,5.710400941,5.504788206,5.61707161,6.7947153724,4.936651187,6.125065043,8.936266678,6.9033787788,5.453869559,5.870618247,10.2584479883,5.971837379,7.40587247233,6.2124689205,13.15138292,6.741740415,7.3860315285,8.00665617633,BRCA
8.146852134,12.15610687,9.255879016,10.73881029,12.56790862,6.758893179,6.463463362,5.773740066,5.738640345,5.487527549,6.60526143,7.080579106,5.015929312,5.8364187005,9.0825127945,6.5092008916,5.543498061,5.76368461,10.0323493423,5.434304001,7.49295514767,6.1028603775,13.15138292,6.544698369,7.6297769445,7.86577453733,BRCA
8.041917075,12.43207997,9.489206292,10.51457134,12.61931219,7.095505484,6.33787006533,5.872835683,6.20007038,5.612213331,6.015700078,7.7021154506,5.255511354,5.76965114525,8.845940063,6.667640262,5.552209158,5.682019293,9.692770319,5.43213367,6.76555037667,6.0448145055,13.08540943,6.651845045,7.5643569095,8.01917131267,BRCA
7.888636145,12.39881323,9.71030757,10.54450111,12.52524557,6.985560555,6.217912006,6.126297286,6.252954533,5.718300827,6.426353347,7.6402182504,5.057462456,5.6454289565,9.010547562,6.6051129444,5.896924055,5.711089607,9.570767933,5.592614939,7.20381425033,6.08165818225,13.04201932,6.556203785,7.519177108,7.890844983,BRCA
8.85628218,8.929717871,10.15138482,5.97155002,12.50816376,7.167521326,7.094015865,5.408721412,5.64689077,4.953976689,5.606894664,6.6682021408,4.632300425,6.17753520375,9.6265515845,6.5489813434,5.5821846775,5.980260273,10.2933462963,4.990286948,7.04919297067,6.424485401,10.82365605,6.264447878,7.7140739065,8.742530249,BRCA
