@relation data

@attribute 10568 numeric
@attribute 113235 numeric
@attribute 115019 numeric
@attribute 1181 numeric
@attribute 1317 numeric
@attribute 140803 numeric
@attribute 1811 numeric
@attribute 23439 numeric
@attribute 2495 numeric
@attribute 2512 numeric
@attribute 261729 numeric
@attribute 26872 numeric
@attribute 30061 numeric
@attribute 3162 numeric
@attribute 3163 numeric
@attribute 340024 numeric
@attribute 4490 numeric
@attribute 4493 numeric
@attribute 4494 numeric
@attribute 4495 numeric
@attribute 4496 numeric
@attribute 4499 numeric
@attribute 4501 numeric
@attribute 4502 numeric
@attribute 475 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 4891 numeric
@attribute 490 numeric
@attribute 538 numeric
@attribute 54822 numeric
@attribute 55503 numeric
@attribute 55630 numeric
@attribute 65010 numeric
@attribute 6523 numeric
@attribute 6546 numeric
@attribute 6550 numeric
@attribute 6556 numeric
@attribute 7018 numeric
@attribute 7421 numeric
@attribute 7779 numeric
@attribute 795 numeric
@attribute 79901 numeric
@attribute 94033 numeric
@attribute 9843 numeric
@attribute Class {Control,BRCA}

@data
6.5114895825,6.273707613,5.23855431033,6.47143593,9.509538061,6.685173215,8.765369918,4.911345545,11.44400817,14.68436356,7.55853760033,7.0075640068,9.2435487845,9.242120816,5.644873832,5.770968585,5.028581582,9.127370803,10.3594479,9.603214212,6.2255763935,9.451881358,12.9236618,12.41833894,12.12614151,11.66834406,7.819701908,5.8736971,5.6100631305,10.45793763,9.282845833,7.6843879584,5.75134621775,11.19380271,5.775646151,7.084917648,5.801877269,6.58293797933,6.426806244,6.56706529333,8.489648422,5.387510099,5.941758505,5.6593740835,11.10864878,6.0281710905,7.2585766345,4.766345274,13.083065875,5.511287161,7.101841892,BRCA
7.599321479,6.548826242,5.27403276267,6.363789264,10.06737759,6.675714064,11.82418918,5.382071697,11.23370072,14.39249665,7.85718758333,7.4755577176,9.3946283765,9.079885486,5.843237218,5.507010655,5.259471408,11.4335648045,11.37640504,9.88281158,6.142645679,10.53497911,14.55278737,13.94018008,11.74013292,12.04524015,9.77172101,6.151834088,5.584965896,11.30856091,9.088311981,7.9574093308,5.4767225275,11.92850738,6.12245617667,8.315150836,5.932280461,7.114364575,5.70500725967,6.821152533,8.219968468,5.684686388,6.098459168,5.522743213,11.6923846,6.335347996,7.5647508745,5.040904755,13.094630515,4.932877618,6.9946681315,Control
7.097762984,7.375172233,5.28568701767,6.038980014,9.735649574,6.226562114,10.45750942,4.849513012,11.11641563,14.744149875,7.88281160333,7.5762649038,9.2680778945,8.413100175,6.090224257,5.200860606,4.932168974,12.3888384,11.12425722,9.48000813,6.267706946,11.32190853,14.53323483,14.34873163,12.0234322,11.6217527633,8.778603769,6.469890553,5.0853848005,11.2772303167,9.278752093,7.9878450618,5.48068620525,11.15202194,6.04769458333,8.050339969,5.809164401,6.33667037367,5.81912478933,6.376744683,8.590840692,5.550447635,5.51578754,6.030818551,11.97837451,6.463940202,6.906534776,5.082799703,12.859451185,5.162100493,6.628310708,Control
6.6556733075,6.566971608,4.982727898,6.397807774,9.52215539,7.422235366,10.84461576,4.756504979,8.847011233,14.72867953,8.36020519467,7.3733194902,8.2268860475,8.149291284,5.652064272,5.371568663,5.474282914,11.67231051,11.81218745,11.8295207,6.027452598,10.91419285,14.80850875,14.6085367,11.98311306,12.4328424233,6.887498235,6.575694758,6.257402161,11.218616671,8.714658623,7.0894307086,5.595822893,11.58069917,5.69206175833,8.629047942,6.215489924,6.77466771033,6.25085761533,7.32186450533,8.829691919,5.078643187,5.201056716,5.8396791875,11.56061002,6.9623582695,7.0000156495,4.945808121,12.6186789,5.619861398,6.368995957,BRCA
7.1547436365,6.70446091,5.84390992433,6.63161771,9.605498559,6.360325315,10.90956333,5.569484446,9.695698581,14.841479225,8.56131168233,7.0508861288,9.434799575,8.511556122,6.166771297,5.709987583,5.057462456,9.9635784375,9.821567177,9.503697124,5.375389674,8.262096167,12.76570158,13.64479198,11.57959421,11.9507093633,5.39352882,6.368031123,5.6200932275,11.3597607767,8.357740164,7.322166587,5.12013790425,12.08864757,5.92836779967,8.645064955,6.02918299,7.58189497533,5.91740542367,7.19619896067,9.495905543,5.569484446,5.775321383,5.710645298,12.33286882,6.6703086225,7.10400608,5.31307462,12.977788905,5.726021414,7.359262446,BRCA
6.9022921235,6.445267864,5.284944341,6.441537945,9.695411499,5.806975681,8.611542308,5.074902758,9.421265976,14.714528035,8.276148218,6.9077891532,9.181087702,8.222953198,5.853877943,6.06243004,5.568116682,9.971514148,12.45159499,11.24671405,6.0884222975,10.48499683,14.57158262,14.20597115,12.50694603,12.04236405,6.425472417,6.09149423,6.2913648945,11.5555045387,8.891541557,6.8611236482,5.63184775375,11.81855633,5.456773529,8.433398833,5.743226304,7.207651591,6.35620181667,7.112009709,9.452633076,5.517914408,5.638878429,5.968196489,12.15418213,6.6473605775,6.812575415,4.909306588,12.59125107,5.313800226,6.613900039,BRCA
6.950390119,6.562170383,5.418977128,6.563429392,9.704855164,6.508314253,9.364594933,5.077041333,9.090457252,14.7820859,8.41248814033,7.2095282862,8.1278286345,8.111528412,5.825665599,5.38371401,5.346435058,10.5150461985,12.09587508,11.26465094,6.224022059,10.32699711,14.1393823,14.45371146,12.15346979,12.2801851067,6.053334703,5.942814302,5.9229246365,11.30625711,9.02738156,6.865177778,5.39462846875,12.23639105,5.654113948,8.814214836,6.425346526,6.849478301,6.31881480267,7.02783215367,9.226202111,5.422747045,5.38008113,4.944516499,11.58210918,6.657180908,7.2473537015,5.049425205,12.836690645,5.2209212,6.823137796,BRCA
6.6125656765,6.737960907,5.11503378433,6.368598673,9.951044656,5.833656242,11.54512148,5.109581261,10.13161943,14.636576345,8.175466009,6.5705343356,8.599638622,8.233980455,6.165415173,5.541027867,5.123512303,9.2421645615,11.50641682,11.54370625,5.7982245065,9.365546625,13.93264756,13.75148289,12.43921023,12.2207445933,6.907675223,6.442492064,5.6212629585,10.474957662,9.151613494,7.0036304332,5.68218173225,11.84033352,5.758330464,8.118994427,6.028575367,6.67445521233,6.51883016767,6.914566477,9.470273049,5.467614719,5.807812937,5.217239701,11.39369628,6.933616326,7.326850538,4.937357634,12.92946864,6.078850631,6.762448925,BRCA
7.326487483,7.311569244,5.46718255633,6.662529973,9.765899818,6.680117295,6.695092978,4.674989884,9.752130192,14.2953732,8.01330383767,6.973232328,8.984034151,8.501599494,5.929560972,5.390092626,5.279296008,9.5942644855,11.28265136,10.79032021,5.785611648,9.18487604,15.03021645,14.08054111,11.94088626,12.3922982933,6.204870044,6.088635217,5.523099184,10.95210528,8.902843217,7.003788491,5.60282398025,11.76197512,5.93546082467,8.442778825,5.80723335,6.730356056,6.51737340467,7.11347570967,9.613983311,5.095725349,5.601407747,5.734831976,10.51955791,6.2839457025,7.5638446045,4.948613986,12.50032247,5.784249584,6.9041241935,BRCA
7.293395344,6.903553889,5.05182280167,5.616777635,10.16021845,6.742953157,5.616777635,5.20184089,9.00719629,14.706530255,8.22419539133,6.712948644,7.1538309275,9.084237789,6.600325977,4.537176254,5.233438728,9.4258850935,11.77426522,9.457868771,5.750114566,10.64076035,14.25942553,13.77286407,13.12983363,11.3822101803,6.918031734,7.527987381,5.4083628385,9.95170859933,9.845502253,6.7185464612,5.2951767505,12.1857598,5.51002763267,8.019147462,6.894972708,6.18968836933,6.349082093,6.67033017433,10.26097865,5.356153716,4.85575461,5.694897097,7.667681276,6.7482945495,7.0768541765,4.434931238,9.105392335,5.345725686,6.0826479245,BRCA
