@relation data

@attribute 5437 numeric
@attribute 8968 numeric
@attribute 128312 numeric
@attribute 10919 numeric
@attribute 51082 numeric
@attribute 8360 numeric
@attribute 3013 numeric
@attribute 3012 numeric
@attribute 8362 numeric
@attribute 8361 numeric
@attribute 84172 numeric
@attribute 8364 numeric
@attribute 5440 numeric
@attribute 54145 numeric
@attribute 8363 numeric
@attribute 8366 numeric
@attribute 8365 numeric
@attribute 8368 numeric
@attribute 8367 numeric
@attribute 8970 numeric
@attribute 8349 numeric
@attribute 126961 numeric
@attribute 8932 numeric
@attribute 7343 numeric
@attribute 8350 numeric
@attribute 25885 numeric
@attribute 9015 numeric
@attribute 8355 numeric
@attribute 5595 numeric
@attribute 8294 numeric
@attribute 9014 numeric
@attribute 8354 numeric
@attribute 9013 numeric
@attribute 8352 numeric
@attribute 8359 numeric
@attribute 8358 numeric
@attribute 8357 numeric
@attribute 8356 numeric
@attribute 474382 numeric
@attribute 4331 numeric
@attribute 9533 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 2068 numeric
@attribute 8340 numeric
@attribute 121504 numeric
@attribute 8346 numeric
@attribute 8345 numeric
@attribute 7270 numeric
@attribute 8348 numeric
@attribute 8347 numeric
@attribute 8342 numeric
@attribute 8341 numeric
@attribute 8344 numeric
@attribute 8343 numeric
@attribute 54700 numeric
@attribute 8850 numeric
@attribute 3018 numeric
@attribute 8370 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 3021 numeric
@attribute 1022 numeric
@attribute 653604 numeric
@attribute 3020 numeric
@attribute 8337 numeric
@attribute 8335 numeric
@attribute 85236 numeric
@attribute 8334 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 8330 numeric
@attribute 2967 numeric
@attribute 255626 numeric
@attribute Class {Control,BRCA}

@data
11.13855038,5.69300685,5.364757352,6.849441716,11.1655531365,5.154829498,5.194964872,5.920180882,7.261815502,5.190823476,7.420939128,13.67776426,6.755291951,9.166565528,5.361251859,5.681316606,6.624543716,5.272033689,5.488652576,8.826803578,8.374019108,4.761566465,5.776494472,7.034116831,6.270534198,6.749605076,6.275122917,5.817118769,11.573459625,4.87013196,7.8010773155,6.283556631,8.253742878,6.255883662,5.773740066,5.465983644,4.874319002,5.758230711,4.974542217,7.173305173,10.3078102555,10.37700472,5.956702124,10.65722043,6.80361816,9.204131621,5.294263476,5.66903474,4.522568122,5.576228285,7.1950921465,5.186868206,5.130942449,6.603037,5.259471408,5.218210843,6.366720539,7.108213734,5.938762876,5.272033689,6.971345601,8.1824276685,12.2658041,7.35042085667,5.171538364,6.858718118,12.39411974,9.6014742,5.796890531,14.22653269,9.7660141615,5.462225158,11.78113439,6.930030968,10.34768534,8.174296834,5.741070021,7.676452764,5.331106163,BRCA
11.28537059,6.175530214,4.586084011,6.2414133605,11.340439262,4.859610883,5.017266367,9.595365248,8.105084975,5.144465785,7.2235212355,13.95892379,6.326074949,10.51955791,5.937704108,5.596198143,10.29642331,4.946744016,6.441786907,8.650783516,9.64111297,5.21024395,5.553066382,6.73484059675,6.42114386,6.076073353,6.07402072133,6.389055329,11.32136754,5.115003321,7.7885119,5.780186226,8.463351853,5.664419727,5.216077698,4.87013196,6.035630095,5.20340796,4.835433068,7.443588263,10.1234981025,11.03470976,9.221497177,10.16944939,5.84925574,7.815256994,5.062651968,5.572595075,4.670748652,5.261165252,7.0795198615,4.818149175,6.674196241,5.943869327,5.123305363,5.963018152,6.308435168,7.350543933,5.091923254,5.464840793,7.502913581,7.7048200875,12.65463721,8.22423822633,5.37574431,6.7861813475,12.8619748,9.65659519,5.972009767,14.777237275,11.03101716,5.372961888,12.73980492,9.564845477,9.399502844,8.4740299995,5.494104547,8.933248873,4.971556485,Control
10.97608812,5.850881445,5.674412098,6.1356256475,11.236048345,4.688758955,4.569650312,5.388974098,7.56483756,5.287630431,7.0414556755,13.80946823,6.547978484,9.510601559,5.842357415,5.368952732,6.72451769,4.773747658,6.396267078,9.197893105,9.532570767,4.985740915,5.617263028,7.0738854935,6.026031625,5.937527571,6.00027574333,6.059945345,11.488573795,5.437137209,7.703693316,5.784118687,8.301721586,5.440131024,5.279110251,5.275762522,5.599028548,5.343062431,5.664704155,7.108370574,10.139819903,10.68061031,6.425178655,10.08514084,6.223234887,8.343586732,5.151586144,5.718917257,4.481986893,5.602298936,7.0024161985,5.741339733,5.383886777,6.030066347,4.8729657,5.411605257,6.118843116,6.691782333,5.527485802,5.051601854,7.462300066,7.6203130365,12.24439068,7.56668640033,4.988697465,6.421656707,12.33286882,9.597587563,6.26697916,14.434166235,10.3554384715,5.1717385,12.11639279,8.642251314,9.933941823,8.5940360615,6.054637553,8.832795987,5.062004299,Control
11.73219511,6.060323727,5.398154738,6.556324228,11.49067027,5.337721125,4.285723506,6.695023358,8.172653928,5.305068782,7.30090884,12.50573969,6.114268757,9.94572954,5.636197729,5.229406468,7.475573601,5.032113243,5.676811285,8.738464816,9.326475062,4.184130008,5.58016537625,7.03665479875,6.301867109,6.249592888,6.08398569467,5.932280461,11.695521545,5.186075849,7.1833058445,5.598582011,8.84651938833,5.919942619,5.177530413,4.810457607,5.988861462,5.037614213,6.107798352,5.771628945,10.4328007225,9.522812543,6.790319577,10.93024227,6.269973458,9.167193021,5.280781207,5.903165591,5.104558131,5.062436111,7.224224933,5.139972076,5.268482349,6.464101029,5.337721125,4.796249019,5.8736971,6.490574642,5.089171051,5.119782831,6.924993942,8.5565489965,12.19058871,8.272745429,5.292792099,5.456076664,12.16931758,9.617614907,6.222655455,14.30850224,9.210895542,5.272033689,11.9164133,9.746943004,10.39216207,7.1655308455,6.1476177,8.194979796,5.037614213,BRCA
11.25995523,6.104971499,5.46712559,6.564468504,11.49199224,4.710961176,5.027807878,5.837193482,7.207676014,4.945808121,7.5037990705,13.2267238,6.092128797,9.341019005,5.501686937,5.537460123,7.093182818,4.683996719,5.297201735,8.533243212,8.738371924,5.114899242,5.4574363275,6.78032995575,6.083219352,6.322338866,5.89107082267,6.192791506,11.206231375,5.045935721,7.9457875545,5.44808429,8.91495973567,5.528267534,5.322839634,4.795469964,5.577890454,5.398154738,4.702259784,5.902683368,9.977652487,8.802121408,6.144052107,11.10864878,6.733968186,9.101470918,5.245658467,5.771166725,4.471592908,5.168332398,7.2234299785,4.683996719,5.30196368,6.062214149,5.706262025,5.472171943,5.734581769,6.765803652,4.719884481,4.626473668,7.199282482,7.973477668,11.77544785,7.373276538,4.788047896,5.544020716,11.41782366,10.07000053,5.865430938,14.078392295,8.1433122955,5.569484446,11.30718958,8.831656493,10.23091542,7.126664761,5.537460123,8.73696091,4.917683858,BRCA
11.67585684,6.332936692,5.408721412,6.836478017,11.89898438,5.43205013,4.379281551,7.849156615,7.845617261,5.15826759,7.6144518565,14.11502538,6.016480301,9.858665306,5.673211007,5.201056716,8.485387705,4.993460669,6.266557588,8.833563055,8.9542553,4.518505219,5.6461575365,6.9761376035,6.044837379,6.083219352,5.96521717667,5.981059894,11.49634678,5.06588596,7.188564005,5.834541365,8.655959016,6.006192112,5.398154738,5.732683853,5.722063796,5.602001935,5.507962085,6.196042028,10.631508046,10.13087976,7.272725709,10.88769302,6.597386379,9.228344402,4.800655715,6.241654902,4.944168843,5.240515881,7.184325057,4.944168843,5.313800226,6.529825337,5.579701547,5.362129031,5.911578492,6.029679945,5.915886099,4.742021934,6.23007389,8.842111226,12.34682957,7.82207301767,5.258529523,5.44209646,12.36089516,10.12919321,6.449524749,14.42230459,9.8544198415,5.262105418,11.86567539,8.501002294,10.54330281,7.207971487,5.829222461,8.461204311,4.488522104,BRCA
11.58990637,6.090435997,5.357737827,6.9880423995,11.748239575,4.808914358,5.118952748,6.780838691,7.604462652,4.974542217,6.8204785685,12.66850837,6.083857569,9.735196839,5.646026713,5.212385731,6.397636666,4.650791135,6.037388399,8.710996765,9.594101148,4.907144547,5.492776536,7.0457302765,6.435466602,5.809035744,6.19171393233,5.474445169,11.796022585,5.214524337,6.9114605075,6.035904971,8.91885998767,6.209166382,5.25928308,5.361251859,5.472171943,5.07383228,6.124799193,6.101719008,10.3998119245,10.0579109,7.389762805,10.61346285,6.351827612,9.230129219,4.490426825,6.619857273,5.205168882,5.538546893,7.2874185165,4.77031556,5.122477305,6.449813597,5.409230745,5.441791574,5.564081832,6.429202197,4.795210185,4.907144547,6.682015342,8.658799007,12.17054643,7.943711831,5.533727829,5.5223939415,12.59087361,10.19591385,6.56605832,14.46353493,9.687734615,5.744774144,11.46435444,8.954364367,10.42417183,7.3753302775,5.88179384,8.260097569,5.045717348,BRCA
11.66436963,5.986986106,5.164314897,6.8569568685,11.955401795,5.061788345,5.338790969,7.151983404,9.016439995,5.277437357,7.3582236615,13.77694807,6.67359573,10.30654055,6.198008483,5.18190882,7.419920424,4.680625393,5.460751776,8.676081478,8.847089556,5.547365958,5.4174324275,7.08638995375,6.344212118,6.160482208,6.34640435,6.081089922,11.46459896,5.338790969,7.096072553,5.684966848,8.28497994467,6.204870044,5.810900139,4.942762263,5.899786645,4.813795654,5.678784095,5.913853554,10.675982486,10.18060575,6.96538352,10.55979796,6.257393146,9.21184032,5.172938736,5.934641074,5.104558131,5.090018442,7.111363167,4.607083101,4.959319531,6.442492064,5.695862485,4.75276401,6.104237707,6.836117042,5.191218407,5.090018442,6.950646655,8.7678165095,12.35961925,7.94815195633,5.358089615,5.5364636575,12.28213433,10.21780056,6.098669702,14.56971402,9.7393383155,5.204484334,12.30206775,9.02738156,10.32995358,7.5514060975,6.034750138,8.26545228,4.607083101,BRCA
11.62683849,6.182946122,5.544895869,6.7025751765,12.062593435,4.767934712,5.279296008,6.73924435,9.599160216,5.15826759,6.6423657785,11.9866439,6.104132849,10.55366796,5.883872025,4.65723556,7.37334615,4.863456876,5.507803557,8.599978956,9.746943004,5.274831217,5.68924529375,7.135224371,6.353063548,6.2370719,5.97900323333,5.780317481,11.5411915,5.488973851,6.915839721,5.79507289,8.73884436867,6.128154826,5.115835678,5.353156751,5.920419107,5.410164055,6.149448008,5.669530862,10.504905595,9.885826425,7.27246912,10.83660293,6.429620671,8.758440706,5.301415026,6.044728113,5.286429541,5.581058376,7.3324677765,5.127644885,5.80723335,6.41971216,5.452374073,5.201742891,5.651059765,6.595970259,5.310713879,5.31307462,7.116398873,8.9229703645,12.51448113,8.42506028633,5.286429541,5.15457292,12.16391545,10.13564553,6.121280311,14.65142302,9.864035051,5.638081984,11.90369558,10.14135395,10.54869216,7.2303432025,6.020708453,8.169525606,5.652781349,BRCA
11.67585684,6.404890884,5.233438728,5.932048077,11.95464399,5.64689077,4.71233763,5.823692844,8.87169823,5.20184089,6.9069378855,14.56106625,7.371212794,10.28302499,4.659234823,4.916728914,5.762422735,4.379943219,5.901899413,8.313088371,8.786074471,5.065239741,5.4134862655,7.1764395195,5.878732237,5.636777762,6.02592797767,5.716038325,12.52079595,5.027033758,6.85131509,6.472573571,8.934095437,5.726021414,5.145688916,5.244707519,5.687628504,5.312983894,4.817893448,5.781235931,11.04747778,11.1356742,6.232090496,10.83158062,5.706262025,9.785984134,4.891432858,5.636777762,5.065239741,5.472659365,6.612977824,4.791828801,5.027033758,5.626739362,5.495224459,5.408721412,5.587673458,6.310890502,4.916728914,4.904256777,7.282372907,8.6437751455,8.334754988,6.45453368433,5.052688948,5.321608753,9.376896534,8.777182254,6.674372814,14.354524465,10.153905865,4.904256777,12.25579879,7.599468671,10.32910148,7.3442798615,6.855058834,8.512346531,4.671880991,BRCA
