	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario2_BIOCARTA_PDGF_PATHWAY_weka_svm_weights_r_svm_rbf	0.6242424242424243	0.6486486486486487	0.4054054054054054	0.05405405405405406	NA	0.3513513513513513	0.23040000000000002	0.4302758857033024	10.0	6.0	4.0	27.0	18.0	9.0	15.0	6.0	9.0	22.0	18.0	4.0	0.2702702702702703	0.6	0.4	0.7297297297297297	0.6666666666666666	0.3333333333333333	0.40540540540540543	0.4	0.6	0.5945945945945946	0.8181818181818182	0.18181818181818182	89.08007217645125	0.48104167622016697	97.97296708197435	24	13	0.21818181818181825
utahontario2_BIOCARTA_PDGF_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7158371040723982	0.7419354838709677	0.3145161290322581	0.05645161290322587	NA	0.25806451612903225	0.2936988252046992	0.37671698662799125	17.0	12.0	5.0	107.0	80.0	27.0	39.0	12.0	27.0	85.0	80.0	5.0	0.13709677419354838	0.7058823529411765	0.29411764705882354	0.8629032258064516	0.7476635514018691	0.2523364485981308	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.9411764705882353	0.058823529411764705	87.14578322587708	0.42820912124352106	92.22042137351319	92	32	0.248868778280543
utahontario2_BIOCARTA_PGC1A_PATHWAY_weka_svm_weights_r_svm_rbf	0.5454545454545454	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	0.04207119741100324	0.46347502192186757	9.0	4.0	5.0	28.0	17.0	11.0	15.0	4.0	11.0	22.0	17.0	5.0	0.24324324324324326	0.4444444444444444	0.5555555555555556	0.7567567567567568	0.6071428571428571	0.39285714285714285	0.40540540540540543	0.26666666666666666	0.7333333333333333	0.5945945945945946	0.7727272727272727	0.22727272727272727	95.95329363461332	0.5102841208766583	103.92872769348448	21	16	0.039393939393939315
utahontario2_BIOCARTA_PGC1A_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7191553544494721	0.7338709677419355	0.3145161290322581	0.048387096774193616	NA	0.2661290322580645	0.265613783201723	0.38510954837992434	16.0	11.0	5.0	108.0	80.0	28.0	39.0	11.0	28.0	85.0	80.0	5.0	0.12903225806451613	0.6875	0.3125	0.8709677419354839	0.7407407407407407	0.25925925925925924	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.9411764705882353	0.058823529411764705	89.08723103180252	0.4323254739691132	93.1069316416124	91	33	0.22322775263951744
utahontario2_BIOCARTA_PITX2_PATHWAY_weka_svm_weights_r_svm_rbf	0.6242424242424243	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46183705513758877	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.6141851597619	0.494307706928329	100.6748377391944	22	15	0.0
utahontario2_BIOCARTA_PITX2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5233785822021118	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.4326333989060419	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	100.08090353135924	0.4724881442526242	101.75648671478541	83	41	-0.02352941176470591
utahontario2_BIOCARTA_PLATELETAPP_PATHWAY_weka_svm_weights_r_svm_rbf	0.5696969696969697	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	0.024604569420035357	0.46210748395455137	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	95.67017207265674	0.4929016167715905	100.38846166940584	21	16	-0.045454545454545414
utahontario2_BIOCARTA_PLATELETAPP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6177978883861238	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.02305918524212131	0.4159923952287162	7.0	3.0	4.0	117.0	81.0	36.0	39.0	3.0	36.0	85.0	81.0	4.0	0.056451612903225805	0.42857142857142855	0.5714285714285714	0.9435483870967742	0.6923076923076923	0.3076923076923077	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9529411764705882	0.047058823529411764	96.2313470988076	0.46055189623108644	99.1858599636122	84	40	0.029864253393665052
utahontario2_BIOCARTA_PLCE_PATHWAY_weka_svm_weights_r_svm_rbf	0.8212121212121212	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.44929365962703843	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	93.01732436754897	0.48636989226982913	99.05815608210638	22	15	0.0
utahontario2_BIOCARTA_PLCE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4711915535444947	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4331229715990038	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.19415617801066	0.46557091710371096	100.26677159485385	85	39	0.0
utahontario2_BIOCARTA_PML_PATHWAY_weka_svm_weights_r_svm_rbf	0.6212121212121212	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46351686458408714	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.96195632637556	0.49766851998419054	101.35932900713995	22	15	0.0
utahontario2_BIOCARTA_PML_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5743589743589744	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.4298854184860592	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	99.44521436816987	0.4643599222055232	100.00596804291705	82	42	-0.03529411764705881
utahontario2_BIOCARTA_PPARA_PATHWAY_weka_svm_weights_r_svm_rbf	0.5848484848484848	0.6216216216216216	0.4054054054054054	0.027027027027026973	50	0.3783783783783784	0.07829181494661919	0.45236492778942006	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	93.6531694117838	0.4897475495098711	99.74607797734227	23	14	0.06666666666666665
utahontario2_BIOCARTA_PPARA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5972850678733032	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.14730365544697802	0.4088471155797391	14.0	7.0	7.0	110.0	78.0	32.0	39.0	7.0	32.0	85.0	78.0	7.0	0.11290322580645161	0.5	0.5	0.8870967741935484	0.7090909090909091	0.2909090909090909	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9176470588235294	0.08235294117647059	94.57843254098086	0.4593225643524168	98.9211073036745	85	39	0.09713423831070878
utahontario2_BIOCARTA_PROTEASOME_PATHWAY_weka_svm_weights_r_svm_rbf	0.5757575757575758	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4631013030846686	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.87592257549163	0.4964810173109606	101.11747229063195	22	15	0.0
utahontario2_BIOCARTA_PROTEASOME_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.37073906485671193	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43725931231670806	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.15101414918938	0.4699505146350982	101.20997506660156	85	39	0.0
utahontario2_BIOCARTA_PS1_PATHWAY_weka_svm_weights_r_svm_rbf	0.4757575757575757	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4653508677767866	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.34165024417545	0.5031497417918593	102.47568043837425	22	15	0.0
utahontario2_BIOCARTA_PS1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4337858220211162	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.433626971738216	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.31074631977926	0.46986127640967373	101.19075645040917	85	39	0.0
utahontario2_BIOCARTA_PTC1_PATHWAY_weka_svm_weights_r_svm_rbf	0.6545454545454545	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4595958406985448	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.15018624505021	0.49500059483880926	100.81595708040905	22	15	0.0
utahontario2_BIOCARTA_PTC1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.3885369532428356	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43512214937780286	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.65662513886284	0.4692360730233655	101.05611074374589	85	39	0.0
utahontario2_BIOCARTA_PTDINS_PATHWAY_weka_svm_weights_r_svm_rbf	0.5969696969696969	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.019867549668874232	0.4660975042851355	6.0	3.0	3.0	31.0	19.0	12.0	15.0	3.0	12.0	22.0	19.0	3.0	0.16216216216216217	0.5	0.5	0.8378378378378378	0.6129032258064516	0.3870967741935484	0.40540540540540543	0.2	0.8	0.5945945945945946	0.8636363636363636	0.13636363636363635	96.49622649690824	0.4928602024250898	100.38002687756345	22	15	0.06363636363636371
utahontario2_BIOCARTA_PTDINS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6428355957767723	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.07071483474250559	0.4088348199658594	7.0	3.0	4.0	117.0	81.0	36.0	39.0	3.0	36.0	85.0	81.0	4.0	0.056451612903225805	0.42857142857142855	0.5714285714285714	0.9435483870967742	0.6923076923076923	0.3076923076923077	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9529411764705882	0.047058823529411764	94.57558820175586	0.45266163959593225	97.48659024809096	84	40	0.029864253393665052
utahontario2_BIOCARTA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf	0.6393939393939394	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46116674044425404	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.47540982224655	0.4952393216106681	100.86457816942713	22	15	0.0
utahontario2_BIOCARTA_PTEN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5650075414781297	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.0028146361077602627	0.4294356966997174	3.0	1.0	2.0	121.0	83.0	38.0	39.0	1.0	38.0	85.0	83.0	2.0	0.024193548387096774	0.3333333333333333	0.6666666666666666	0.9758064516129032	0.6859504132231405	0.3140495867768595	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9764705882352941	0.023529411764705882	99.3411804151079	0.46854840241214607	100.90801190514883	84	40	0.002111613876319751
utahontario2_BIOCARTA_PYK2_PATHWAY_weka_svm_weights_r_svm_rbf	0.6212121212121212	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.112	0.41938387062309734	10.0	5.0	5.0	27.0	17.0	10.0	15.0	5.0	10.0	22.0	17.0	5.0	0.2702702702702703	0.5	0.5	0.7297297297297297	0.6296296296296297	0.37037037037037035	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.7727272727272727	0.22727272727272727	86.82509688796691	0.5291325767984558	107.76756171319451	22	15	0.10606060606060597
utahontario2_BIOCARTA_PYK2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7662141779788839	0.7741935483870968	0.3145161290322581	0.08870967741935487	NA	0.22580645161290325	0.3786191536748329	0.36735878600409	11.0	11.0	0.0	113.0	85.0	28.0	39.0	11.0	28.0	85.0	85.0	0.0	0.08870967741935484	1.0	0.0	0.9112903225806451	0.7522123893805309	0.24778761061946902	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	1.0	0.0	84.98095458288282	0.41857932472376386	90.14651904697176	96	28	0.28205128205128194
utahontario2_BIOCARTA_RAB_PATHWAY_weka_svm_weights_r_svm_rbf	0.5909090909090909	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46223559807242914	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.6966955550237	0.4969833879997599	101.21978930262854	22	15	0.0
utahontario2_BIOCARTA_RAB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.44675716440422325	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.43364606764419383	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.31516376773598	0.46728057842258175	100.63496946689916	84	40	-0.0117647058823529
utahontario2_BIOCARTA_RAC1_PATHWAY_weka_svm_weights_r_svm_rbf	0.6727272727272727	0.6216216216216216	0.4054054054054054	0.027027027027026973	NA	0.3783783783783784	0.07829181494661919	0.44896979938793236	1.0	1.0	0.0	36.0	22.0	14.0	15.0	1.0	14.0	22.0	22.0	0.0	0.02702702702702703	1.0	0.0	0.972972972972973	0.6111111111111112	0.3888888888888889	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	1.0	0.0	92.95027554042845	0.4763164999044098	97.0105981926968	23	14	0.06666666666666665
utahontario2_BIOCARTA_RAC1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6371040723981901	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.07071483474250559	0.4135746955820392	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	95.67206164900479	0.45355964477183197	97.67998737955928	86	38	0.06726998491704372
utahontario2_BIOCARTA_RACCYCD_PATHWAY_weka_svm_weights_r_svm_rbf	0.3303030303030303	0.5135135135135135	0.4054054054054054	-0.08108108108108114	NA	0.4864864864864865	-0.17755443886097144	0.496808281435097	5.0	1.0	4.0	32.0	18.0	14.0	15.0	1.0	14.0	22.0	18.0	4.0	0.13513513513513514	0.2	0.8	0.8648648648648649	0.5625	0.4375	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.8181818181818182	0.18181818181818182	102.85428265578835	0.5229601159232856	106.5104267578834	19	18	-0.11515151515151512
utahontario2_BIOCARTA_RACCYCD_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.644343891402715	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.14971428571428597	0.4057377710066455	6.0	4.0	2.0	118.0	83.0	35.0	39.0	4.0	35.0	85.0	83.0	2.0	0.04838709677419355	0.6666666666666666	0.3333333333333333	0.9516129032258065	0.7033898305084746	0.2966101694915254	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9764705882352941	0.023529411764705882	93.85914915913285	0.4482513556102897	96.5367780480339	87	37	0.07903469079939662
utahontario2_BIOCARTA_RANKL_PATHWAY_weka_svm_weights_r_svm_rbf	0.4121212121212121	0.4864864864864865	0.4054054054054054	-0.10810810810810811	NA	0.5135135135135135	-0.25423728813559326	0.4936383243463622	4.0	0.0	4.0	33.0	18.0	15.0	15.0	0.0	15.0	22.0	18.0	4.0	0.10810810810810811	0.0	1.0	0.8918918918918919	0.5454545454545454	0.45454545454545453	0.40540540540540543	0.0	1.0	0.5945945945945946	0.8181818181818182	0.18181818181818182	102.19800603038743	0.5141900646002869	104.72424482802057	18	19	-0.18181818181818177
utahontario2_BIOCARTA_RANKL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6642533936651583	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.08685800604229593	0.4043157181279283	10.0	5.0	5.0	114.0	80.0	34.0	39.0	5.0	34.0	85.0	80.0	5.0	0.08064516129032258	0.5	0.5	0.9193548387096774	0.7017543859649122	0.2982456140350877	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9411764705882353	0.058823529411764705	93.53018626044945	0.45103828143698055	97.13697888758581	85	39	0.06938159879336347
utahontario2_BIOCARTA_RANMS_PATHWAY_weka_svm_weights_r_svm_rbf	0.49393939393939396	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.4647333704171787	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.21380968608159	0.49940467015338114	101.71292785685297	22	15	0.0
utahontario2_BIOCARTA_RANMS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5460030165912519	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43147654704819244	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.81328947410368	0.4670974897037592	100.59553892242707	85	39	0.0
utahontario2_BIOCARTA_RARRXR_PATHWAY_weka_svm_weights_r_svm_rbf	0.4545454545454546	0.5675675675675675	0.4054054054054054	-0.027027027027027084	NA	0.43243243243243246	-0.053380782918149496	0.4737973053984202	1.0	0.0	1.0	36.0	21.0	15.0	15.0	0.0	15.0	22.0	21.0	1.0	0.02702702702702703	0.0	1.0	0.972972972972973	0.5833333333333334	0.4166666666666667	0.40540540540540543	0.0	1.0	0.5945945945945946	0.9545454545454546	0.045454545454545456	98.090317315627	0.5049189810794273	102.83601849440934	21	16	-0.045454545454545414
utahontario2_BIOCARTA_RARRXR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5858220211161388	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.056421677802524065	0.42034137078340406	9.0	3.0	6.0	115.0	79.0	36.0	39.0	3.0	36.0	85.0	79.0	6.0	0.07258064516129033	0.3333333333333333	0.6666666666666666	0.9274193548387096	0.6869565217391305	0.3130434782608696	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9294117647058824	0.07058823529411765	97.23739379804425	0.4649597191700699	100.1351421451604	82	42	0.0063348416289592535
utahontario2_BIOCARTA_RAS_PATHWAY_weka_svm_weights_r_svm_rbf	0.46060606060606063	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.024604569420035357	0.480729812133784	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	99.52555508020806	0.5111499289218306	104.10506539415006	22	15	0.021212121212121238
utahontario2_BIOCARTA_RAS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6262443438914028	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.05399061032863828	0.4150656221185184	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	96.01695706218145	0.4586605867531662	98.77854179043779	85	39	0.041628959276018174
utahontario2_BIOCARTA_RB_PATHWAY_weka_svm_weights_r_svm_rbf	0.6606060606060606	0.6756756756756757	0.4054054054054054	0.08108108108108103	NA	0.32432432432432434	0.26490066225165565	0.42006720579769335	7.0	5.0	2.0	30.0	20.0	10.0	15.0	5.0	10.0	22.0	20.0	2.0	0.1891891891891892	0.7142857142857143	0.2857142857142857	0.8108108108108109	0.6666666666666666	0.3333333333333333	0.40540540540540543	0.3333333333333333	0.6666666666666666	0.5945945945945946	0.9090909090909091	0.09090909090909091	86.96656785739906	0.4788930872612517	97.53536750224862	25	12	0.24242424242424243
utahontario2_BIOCARTA_RB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6346907993966818	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.17850570482149433	0.40798026635653867	12.0	8.0	4.0	112.0	81.0	31.0	39.0	8.0	31.0	85.0	81.0	4.0	0.0967741935483871	0.6666666666666666	0.3333333333333333	0.9032258064516129	0.7232142857142857	0.2767857142857143	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9529411764705882	0.047058823529411764	94.37790467211377	0.45123454991049716	97.17924786419584	89	35	0.15806938159879325
utahontario2_BIOCARTA_RELA_PATHWAY_weka_svm_weights_r_svm_rbf	0.6757575757575758	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46000104651064616	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	95.23407605665169	0.49477964607622094	100.77095680930164	22	15	0.0
utahontario2_BIOCARTA_RELA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6506787330316742	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.03665338645418301	0.40964720499065327	4.0	2.0	2.0	120.0	83.0	37.0	39.0	2.0	37.0	85.0	83.0	2.0	0.03225806451612903	0.5	0.5	0.967741935483871	0.6916666666666667	0.30833333333333335	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9764705882352941	0.023529411764705882	94.76351689034603	0.4520958901155363	97.3647487157984	85	39	0.0277526395173453
utahontario2_BIOCARTA_RHO_PATHWAY_weka_svm_weights_r_svm_rbf	0.5606060606060606	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.024604569420035357	0.4666155339011574	2.0	1.0	1.0	35.0	21.0	14.0	15.0	1.0	14.0	22.0	21.0	1.0	0.05405405405405406	0.5	0.5	0.9459459459459459	0.6	0.4	0.40540540540540543	0.06666666666666667	0.9333333333333333	0.5945945945945946	0.9545454545454546	0.045454545454545456	96.60347423520373	0.497663202431998	101.35824599003006	22	15	0.021212121212121238
utahontario2_BIOCARTA_RHO_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6714932126696832	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.19218241042345283	0.39621322067775067	15.0	9.0	6.0	109.0	79.0	30.0	39.0	9.0	30.0	85.0	79.0	6.0	0.12096774193548387	0.6	0.4	0.8790322580645161	0.7247706422018348	0.27522935779816515	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9294117647058824	0.07058823529411765	91.65583890833847	0.4464878596461516	96.15698618271578	88	36	0.16018099547511322
utahontario2_BIOCARTA_RNA_PATHWAY_weka_svm_weights_r_svm_rbf	0.5454545454545454	0.5945945945945946	0.4054054054054054	0.0	NA	0.4054054054054054	0.0	0.46501508099035793	0.0	0.0	0.0	37.0	22.0	15.0	15.0	0.0	15.0	22.0	22.0	0.0	0.0	NaN	NaN	1.0	0.5945945945945946	0.40540540540540543	0.40540540540540543	0.0	1.0	0.5945945945945946	1.0	0.0	96.27213226242273	0.49824332945528027	101.47639950679392	22	15	0.0
