@relation thedata

@attribute 1277 real
@attribute 1278 real
@attribute 1280 real
@attribute 1281 real
@attribute 1282 real
@attribute 1284 real
@attribute 1285 real
@attribute 1286 real
@attribute 1287 real
@attribute 1289 real
@attribute 1290 real
@attribute 1291 real
@attribute 1292 real
@attribute 1293 real
@attribute 1297 real
@attribute 1298 real
@attribute 1299 real
@attribute 131873 real
@attribute 1398 real
@attribute 1399 real
@attribute 256076 real
@attribute 2885 real
@attribute 2886 real
@attribute 2889 real
@attribute 3265 real
@attribute 3845 real
@attribute 4690 real
@attribute 4893 real
@attribute 5045 real
@attribute 5154 real
@attribute 5155 real
@attribute 5156 real
@attribute 5159 real
@attribute 5290 real
@attribute 5291 real
@attribute 5295 real
@attribute 5296 real
@attribute 5327 real
@attribute 5335 real
@attribute 5340 real
@attribute 5594 real
@attribute 5595 real
@attribute 56034 real
@attribute 5604 real
@attribute 5605 real
@attribute 5781 real
@attribute 5894 real
@attribute 5921 real
@attribute 6654 real
@attribute 6696 real
@attribute 6714 real
@attribute 6772 real
@attribute 6774 real
@attribute 6776 real
@attribute 6777 real
@attribute 6778 real
@attribute 7057 real
@attribute 7058 real
@attribute 7059 real
@attribute 7060 real
@attribute 7529 real
@attribute 80310 real
@attribute 8440 real
@attribute 9564 real
@attribute DependentVariable {BRCA,Control}

@data
11.66204091,12.842764705,6.1272799655,12.69740967,12.04226139,9.95258151,5.790232062,6.1022441,7.5747111425,11.25779165,11.22269547,12.40526256,10.3332203587,12.511241085,5.46766142725,8.12528576,5.814429456,9.581342361,9.79179927967,11.37712933,5.434637608,9.153599552,7.41398023633,8.20243453067,8.198599078,6.7499434665,9.913346139,8.359597076,8.38999815,6.364402101,7.130408023,10.661861475,12.67483341,6.657000843,6.80536058,6.9076540764,11.73774813,10.14178182,8.709822916,5.545359333,8.06297051567,11.573459625,8.0576684,9.736317839,11.94944384,11.67803681,10.23292486,7.015802299,6.507481989,6.7733404185,6.89592443067,9.93530678933,11.0871946533,11.89929188,9.998485053,9.880571175,10.80286793,12.80008194,9.287147382,9.633168312,10.689313351,9.6433810925,8.0600477795,9.630226677,BRCA
10.95259222,12.193384535,6.382202723,12.5708958,12.57561022,9.847234001,5.573893621,5.137105138,8.892008195,10.55539466,10.76745641,11.79042803,9.319529645,12.34184804,5.1147148,9.011158142,5.73620657,8.435671433,10.508302728,11.8968755,5.424091736,9.5256586835,7.05009819,8.218543204,7.4409667175,6.5565791765,11.21967391,8.700336649,7.893060493,6.21373216567,7.81350201967,10.824399575,12.56790862,6.822223857,7.215390118,7.509195938,12.16093036,10.97779886,7.877739246,5.26866948,8.197304519,11.32136754,8.404206095,9.990983614,11.38105635,11.69692854,10.11618835,7.32636290633,8.512524314,10.0904575765,6.98144085767,10.334999682,11.5050606867,11.36056745,9.562147541,9.486775264,12.02131498,11.68668229,7.97381376,10.7975726,11.1506836145,9.8342997435,8.918160343,8.536335742,Control
11.858053,12.34714865,5.8494266825,12.37045183,13.18229429,10.72100969,5.8254393855,5.397898131,8.6811245715,11.2456925,11.29330224,12.15020274,9.499030028,12.437083675,5.4209291415,7.852281561,5.428285837,8.590438399,10.776914439,11.78748237,5.62600922,9.597360232,7.487791281,8.05578707333,7.6537280945,7.0758260015,10.74699733,8.782311189,8.601288997,6.15490403367,7.99630453833,10.677614845,12.74323457,6.672535396,7.548207573,7.3656981534,11.89182747,11.06141864,7.919144247,5.011016147,8.151507585,11.488573795,8.354713444,10.29596436,11.33166731,11.86292605,10.13087976,7.56845758133,8.640083234,8.399031251,6.75905554167,10.3450320487,11.3647894967,11.68668229,10.15541314,10.12558819,11.69988051,11.48628211,8.20347174,11.59046555,10.921528441,9.746464017,8.8377540625,8.699521377,Control
10.53019687,10.489753981,6.786406153,9.925235871,11.83486615,9.637567286,6.076605462,5.057462456,10.4345005835,10.60049397,10.3343183,12.376995,9.13309781267,11.21264984,5.861983732,10.49296002,6.299991555,7.288268864,10.0785233767,11.92436912,5.968903623,9.06038523,7.946184041,8.51274768967,8.1909422715,6.6476128175,10.29596436,8.647099619,8.436004724,5.8424588,7.66686941333,9.297859121,12.07757191,4.904979261,8.158055634,7.1534205814,12.03287579,12.41466417,7.988942668,4.911225686,8.08129530567,11.695521545,7.642216221,10.01433476,11.29445435,11.0249286,10.76657469,7.163410176,7.7584583,9.7888229335,6.82951290367,10.6552894147,11.2640425267,11.50045491,10.12611757,10.54330281,10.71932916,10.87799938,8.637042439,8.362383449,10.7254236375,8.99780787,8.317589219,9.481880707,BRCA
14.67555382,14.14958881,6.599679418,13.88031822,13.95070399,11.14837189,6.0934717055,5.461570507,10.439916445,13.36856584,13.26600764,13.33778081,9.947807966,13.49671548,5.61336705775,9.33236172,6.196140414,12.12504541,10.273357482,12.10871075,5.191020955,9.5800955565,7.479527293,8.32439668333,7.2806843915,7.0204037355,10.7059911,8.81729638,7.518498011,6.864827898,7.50329381,10.2596695795,13.7365584,5.472171943,8.167858571,7.0222287176,12.93579034,12.31595909,7.9147536295,5.021047975,7.95451796533,11.206231375,8.083161667,9.712540381,11.28106518,11.92126273,10.37973064,7.512671056,7.8511886,9.595106452,6.91208436433,10.5797653207,11.33747121,11.31253714,10.35359929,10.22614155,12.4254245,13.25344278,9.107570921,11.88705885,10.2594135915,10.23418205,8.900431662,9.246806572,BRCA
10.83158062,10.4605186095,6.5029791975,10.19124467,11.78375755,10.08948727,6.4729748835,5.088535181,10.1133745185,10.71640389,10.5810172,12.28574906,9.058426722,11.239098125,5.78034044575,10.3272891,6.223234887,7.314767039,9.657730528,12.16730219,5.287815095,9.0393998015,8.414255078,8.01006157867,8.539009948,7.1398498025,10.50280226,8.541833388,8.340875026,7.08695119167,7.713451135,9.9400371915,12.37045183,4.944168843,7.631688412,6.9209080238,12.39411974,12.34480084,7.7272309565,4.873457956,8.00665617633,11.49634678,7.464425521,9.812386363,11.36168902,10.85319669,10.55366796,7.44853876433,7.192690117,9.982971971,7.22720437133,9.828262008,11.2932842667,11.50810934,9.873298423,9.612141036,11.06672345,11.34287486,8.211646355,9.438574146,10.5808051515,9.314327017,8.315797454,9.273365013,BRCA
10.6166318,9.977269187,6.528474826,9.831893516,11.31092814,9.368283342,6.376176938,5.08439518,10.793897542,10.34583797,9.644000959,11.57100849,9.008986909,10.5926355135,5.623244369,11.06200921,5.744774144,8.190863129,10.1347274673,12.06924173,5.542111953,8.9731778835,8.31640780267,8.288915847,8.146852134,6.9933104255,10.1942401,8.366847964,8.448705991,6.03008672167,8.147819264,8.6710485955,12.18956987,5.538546893,8.19969826,6.8965544166,12.3239471,12.98742218,7.5975884795,5.274831217,7.86577453733,11.796022585,8.234483507,9.916141133,11.42163372,10.89823124,10.73881029,7.34638663767,7.688986551,9.148206659,7.35444662233,9.85565975467,11.21401799,11.37712933,10.15087731,10.13755512,11.47029296,10.67862239,8.103315514,8.660335684,10.4220281465,8.758498251,8.229519109,9.479871756,BRCA
13.15952927,12.44657104,6.703084506,12.60628034,12.72627038,10.35265071,5.904154572,5.358089615,9.6697834825,11.91053229,11.69988051,12.39411974,9.332481123,12.50109987,5.80447115375,10.1276143,6.437382249,10.71640389,9.80282410467,11.92126273,5.168332398,8.9213733295,7.69302650467,7.850534738,8.041917075,6.9654454415,10.61424078,8.850844048,8.364332902,6.640448691,7.39704252667,9.7923303465,12.7584086,5.070616072,7.6455704,6.895239566,12.48900128,12.02694363,7.531468856,5.119367849,8.01917131267,11.46459896,8.093867965,10.0322459,11.31587145,11.4871292,10.51457134,7.14949232,7.192172276,9.2854509535,7.03736704367,10.041403703,11.2249138333,12.16093036,10.23716846,10.09760788,11.52315285,11.95847307,7.726765028,9.409964254,10.774455608,9.4628266165,8.5810329915,9.229474442,BRCA
12.96853095,12.182476745,7.183027326,12.38074251,11.83178435,9.985152126,5.7549697005,5.196441066,10.2984544975,11.17614527,11.03612228,12.42627007,9.49595386167,12.04854676,5.7558549,10.44782224,5.953853775,9.376896534,9.86475183033,11.51973221,5.54960083,9.111304808,8.40222940533,7.78803484367,7.888636145,6.6035671485,10.04445598,8.687831539,8.721869154,5.76705920233,8.13440753333,9.3331986965,12.53119874,5.353156751,8.275287778,7.0040046146,12.05711016,13.6548665,7.8558007155,5.375657441,7.890844983,11.5411915,8.532863482,9.833428205,11.57272404,10.89528011,10.54450111,7.19533388633,7.574595656,10.27622313,7.07743364033,9.72583582933,11.46263687,11.77876926,10.29197677,10.19263222,11.04724001,11.99021932,7.765321119,10.41429442,10.6742105895,8.6627160135,8.522137342,9.510275173,BRCA
12.56021108,9.709625118,5.4366021395,9.574726497,12.59652762,10.20419243,5.8582799855,4.686239521,9.48299832,11.38765941,10.57213676,11.90775831,9.263803502,9.9118513205,5.9226490705,9.210044899,5.676811285,9.068960366,8.419348991,11.86526555,6.041117697,10.2970447,7.82750824433,8.730724321,8.85628218,7.564460333,10.80162574,8.961436038,8.554369289,6.197947513,6.916482833,9.8106380045,13.21419392,5.027033758,7.498233163,7.4112322548,12.34859823,12.1820747,7.6793168875,4.817893448,8.742530249,12.52079595,7.353634535,9.724718956,11.3119244,7.418614,5.97155002,6.53442220433,8.480033951,8.273142259,6.94510312533,8.84918642867,11.7207938433,11.62476132,10.5038757,10.74747575,11.57472137,8.320689015,8.242151266,9.537335445,9.266249858,8.5926981495,8.5114746565,10.04737654,BRCA
