@relation thedata

@attribute 10125 real
@attribute 10235 real
@attribute 10298 real
@attribute 10725 real
@attribute 115727 real
@attribute 1445 real
@attribute 1493 real
@attribute 1605 real
@attribute 1841 real
@attribute 2048 real
@attribute 25780 real
@attribute 27040 real
@attribute 2885 real
@attribute 3702 real
@attribute 3706 real
@attribute 3707 real
@attribute 3932 real
@attribute 3937 real
@attribute 4690 real
@attribute 4790 real
@attribute 4791 real
@attribute 4792 real
@attribute 4793 real
@attribute 4794 real
@attribute 4795 real
@attribute 4796 real
@attribute 5058 real
@attribute 5062 real
@attribute 5063 real
@attribute 5335 real
@attribute 55294 real
@attribute 5594 real
@attribute 56924 real
@attribute 57144 real
@attribute 5788 real
@attribute 5894 real
@attribute 6654 real
@attribute 6655 real
@attribute 7409 real
@attribute 7535 real
@attribute 867 real
@attribute 915 real
@attribute 940 real
@attribute 9402 real
@attribute DependentVariable {BRCA,Control}

@data
6.463120219,6.819022183,6.668976943,6.10896946733,5.138372903,11.20477915,6.47807810067,11.33767223,7.5537486635,6.5168853865,10.41191374,6.31498826475,9.153599552,7.838969292,5.279388878,10.00748325,5.790786971,5.954668163,9.913346139,12.2590489,7.168375022,13.43573605,6.53208433767,7.827931929,7.217330395,5.97637008,9.29724939,7.58494976267,5.761026747,8.709822916,7.1177153615,8.06297051567,7.641511935,5.850933908,5.0602911245,10.23292486,6.507481989,7.055014278,7.487641348,6.52833088567,7.2106038955,8.51785897267,6.661853347,5.024598103,BRCA
6.218205393,6.62620438833,6.91179159267,6.93719176833,5.205304407,10.56738599,6.57912390667,11.43475867,7.446726357,5.881726985,9.563330297,6.1639330415,9.5256586835,7.634903824,5.545359333,9.471543702,5.852877388,6.225261069,11.21967391,12.38541089,6.57488857867,14.39776555,6.30944562733,7.419372713,6.305519722,5.839462851,9.270109064,7.93261710267,5.8796514,7.877739246,7.475394337,8.197304519,6.818777479,6.0725711085,5.3468143985,10.11618835,8.512524314,7.958945778,7.188443271,5.90086299367,7.629598074,7.581881758,6.267072826,5.061140288,Control
6.001358226,6.65612666467,6.88726016867,7.184025705,5.40182308875,10.51810261,6.19443807133,11.66148208,7.201777188,6.3293752715,9.061938927,6.07978260225,9.597360232,7.483818044,4.880699299,9.730436649,5.8050524925,6.37173799,10.74699733,12.24889125,6.82571524133,14.10537413,6.83411040533,7.177023614,6.29655434,5.864874046,9.21638279,7.94302709167,5.178626261,7.919144247,7.775024934,8.151507585,7.235298947,5.944323571,5.465254836,10.13087976,8.640083234,8.326250965,6.506450901,5.88686611933,7.831098703,7.36965209267,5.612950486,4.802724808,Control
5.718369332,7.43063999967,7.10358658867,6.333306097,5.06195737475,11.10704394,6.213386688,11.9128857,7.1126461095,6.0211887345,8.181178507,7.0001054865,9.06038523,8.548938557,5.784773056,10.69117233,5.77734798875,6.345720697,10.29596436,12.29388695,7.207652156,14.13459319,7.043476808,7.056315612,6.944100378,6.088105148,10.06933601,7.87233796567,5.682862067,7.988942668,7.07686953075,8.08129530567,8.547261958,6.5271583745,5.12336596575,10.76657469,7.7584583,7.997872605,6.342168584,6.55404359367,7.6569001255,7.90980533,5.532169853,4.882412261,BRCA
5.532793245,6.73612223267,6.941697034,8.082588347,5.237396426,11.19715849,5.939977863,12.34260121,6.385871455,6.5438936355,9.887921655,6.68886659175,9.5800955565,7.974559605,6.68067994,9.809000815,5.62585714825,6.411515754,10.7059911,12.41257918,6.73005362833,13.98232431,6.31386063533,7.130496238,6.85901018,6.150209952,9.423032438,7.52928093467,5.582263377,7.9147536295,7.436564441,7.95451796533,7.369905099,6.130916478,6.23823784275,10.37973064,7.8511886,8.051101686,7.404696936,5.93021521,7.4253885415,6.772887585,6.086301455,4.850638494,BRCA
5.692100223,7.16314403933,7.152093931,7.14021701333,4.8534929745,11.16642377,6.18789420367,12.20475003,6.9832640855,6.079201963,8.412983782,6.79513451675,9.0393998015,7.798489824,6.405912077,9.948696154,5.6869878525,6.20496783,10.50280226,12.40655986,6.90677295333,13.70909946,6.96648824367,7.502615284,7.123296633,6.026197658,9.880142578,7.75599573933,5.6227922,7.7272309565,7.427062909,8.00665617633,9.370644433,6.2546153975,5.7894712835,10.55366796,7.192690117,7.815353072,6.749538038,6.223640868,7.3873031035,7.87435355567,5.476714818,5.467451694,BRCA
5.507962085,7.053074466,7.44371655133,6.49497810067,5.308399728,10.99617883,6.070970974,12.29067992,7.3121920515,5.9287180725,8.059062012,6.8321746335,8.9731778835,7.950324238,5.86431694,10.16746241,5.8591069415,5.86431694,10.1942401,12.32574401,7.382294288,13.58466312,6.88625381767,7.244818397,7.233142993,5.65478727,10.12536217,7.607699735,5.443947436,7.5975884795,6.899244109,7.86577453733,9.269968858,6.655277743,5.2330931355,10.73881029,7.688986551,7.672568764,6.730643776,6.301003305,7.3616846765,7.794650782,5.331822758,4.773483939,BRCA
5.729560417,6.85229716767,6.99125126167,6.87188385067,5.207193784,11.05496734,5.97484661367,12.17175704,7.374544291,6.655924375,9.300742141,6.6327062275,8.9213733295,8.229276824,5.549831826,9.854946719,5.8570988385,5.975682485,10.61424078,12.39966386,7.144249486,13.75810714,7.059851597,7.758041825,7.187651778,6.037278568,10.00810682,7.474927603,5.37574431,7.531468856,7.29697741725,8.01917131267,7.893879593,6.473526085,5.380511539,10.51457134,7.192172276,7.588473151,6.697180004,6.138188914,7.483879687,8.18961236433,6.282074289,4.844249122,BRCA
5.931571523,6.84680968067,7.58098573433,6.17612883267,5.38060627325,11.23824666,5.59724743333,12.49713337,7.625880949,6.0150183095,8.335882847,6.5996295065,9.111304808,7.685013514,5.556131441,10.07805442,5.677996665,6.355135777,10.04445598,12.00382718,6.75150023233,12.88068749,7.14134063733,6.988971848,7.109154518,5.80723335,10.13367562,7.58342234833,5.410164055,7.8558007155,6.788807786,7.890844983,7.733390145,6.257271368,5.27831365375,10.54450111,7.574595656,7.816841466,6.941461789,6.25104049967,7.1213821535,7.67099175533,5.672857555,4.738243253,BRCA
5.744168665,6.90030710867,6.97610052433,7.41247668367,4.8804377505,11.61491238,5.334684239,12.09425678,6.9063917615,5.9218870965,8.825707034,7.47454773575,10.2970447,8.974802549,6.565182543,10.04563037,5.6576825155,5.91922759,10.80162574,12.05629403,5.51821901167,10.54750216,6.82896955467,7.975462708,8.16176316,6.072862143,9.841965701,7.32187888267,6.157049396,7.6793168875,6.887821265,8.742530249,8.635646596,6.318826387,6.02382361625,5.97155002,8.480033951,8.635646596,7.237164838,6.73710692967,7.328773567,6.22075007433,5.762422735,4.941119518,BRCA
