@relation thedata

@attribute 10892 real
@attribute 1147 real
@attribute 23118 real
@attribute 3108 real
@attribute 3109 real
@attribute 3111 real
@attribute 3112 real
@attribute 3113 real
@attribute 3115 real
@attribute 3117 real
@attribute 3118 real
@attribute 3119 real
@attribute 3122 real
@attribute 3123 real
@attribute 3125 real
@attribute 3127 real
@attribute 3551 real
@attribute 3635 real
@attribute 3932 real
@attribute 4790 real
@attribute 4792 real
@attribute 50852 real
@attribute 5170 real
@attribute 5290 real
@attribute 5291 real
@attribute 5295 real
@attribute 5296 real
@attribute 5588 real
@attribute 5728 real
@attribute 5970 real
@attribute 6885 real
@attribute 7189 real
@attribute 7334 real
@attribute 7335 real
@attribute 84433 real
@attribute 8517 real
@attribute 8767 real
@attribute 8915 real
@attribute 915 real
@attribute 916 real
@attribute 917 real
@attribute 919 real
@attribute 920 real
@attribute DependentVariable {BRCA,Control}

@data
6.867373523,8.670710349,6.506414513,12.33906368,12.16828986,9.699746436,7.711014946,12.91282298,7.910644417,10.84714372,5.515077886,9.158313751,13.336444535,12.12065594,10.83822324,5.387510099,7.53597724,8.631178079,5.790786971,12.2590489,13.43573605,5.2278121655,6.4696508394,6.657000843,6.80536058,6.9076540764,11.73774813,9.252630621,9.658595819,8.687254178,8.596587527,6.56440695667,9.898934297,5.62606606275,8.100269585,10.6073352,9.326666054,6.6606061,8.51785897267,7.570768631,6.995713808,9.612806537,7.572626574,BRCA
6.675777945,8.807082076,6.132729324,12.30321003,12.69228318,9.822443813,7.953456048,13.49077697,8.695855636,11.67143283,5.447257868,5.420222366,14.133262905,12.13760287,11.43314739,5.257964097,7.4402145165,7.791425228,5.852877388,12.38541089,14.39776555,5.284921261,7.150559257,6.822223857,7.215390118,7.509195938,12.16093036,8.909706455,10.53537772,8.875473781,9.0816140535,6.78874329567,11.01352875,5.8738512755,7.895849595,10.68519142,10.08591759,7.864930713,7.581881758,6.88402128,6.472573571,9.0080471655,8.062317545,Control
6.662955203,9.155780297,6.0027082745,12.51214052,12.18670552,9.650073918,7.021260744,13.12486126,8.086509293,11.58870072,5.279110251,5.457225929,13.717874695,11.35464901,10.4353997,5.431465218,7.3412959795,7.924992273,5.8050524925,12.24889125,14.10537413,5.206863819,7.2121520398,6.672535396,7.548207573,7.3656981534,11.89182747,9.158168561,10.73844933,8.978067698,9.1999885685,7.02586490967,10.67145286,5.753615924,7.943175772,10.55664043,9.621557925,7.462300066,7.36965209267,6.499212576,6.042212717,9.0364114565,7.324655646,Control
6.3996232215,9.260861404,5.9528423095,12.74633592,12.32890637,9.942749483,8.077191083,13.36098494,8.864968521,12.06323168,5.333791561,10.3670273,13.99859808,5.168332398,7.780213504,5.431298057,7.5914915015,8.194979796,5.77734798875,12.29388695,14.13459319,5.5158681115,6.5523992454,4.904979261,8.158055634,7.1534205814,12.03287579,9.028818534,9.656380672,9.226388785,8.733092931,7.215576291,9.969261,5.99356787575,8.086336788,10.78787423,9.511861902,7.090962234,7.90980533,7.678848562,6.149448008,9.450971204,7.340030607,BRCA
6.4296153425,9.241179451,6.2009150755,12.46516723,11.98345514,8.978768455,7.638474153,12.89109452,7.920890416,11.34473713,5.297201735,8.485971282,13.808752855,10.46950983,9.120018232,12.3181333,7.946295334,8.236482005,5.62585714825,12.41257918,13.98232431,5.5927346785,6.8318493608,5.472171943,8.167858571,7.0222287176,12.93579034,8.473788053,10.45510657,8.761435816,9.2660120735,6.78915135733,10.58638973,5.537522311,8.131858407,10.64411791,10.34583797,7.061023135,6.772887585,6.107798352,6.777686415,9.327483072,7.504284952,BRCA
6.016914702,9.022833232,6.024113024,12.2754728,11.75625619,9.262635828,8.117164017,13.08056861,8.101399429,11.41646783,5.555211263,8.63870843,13.981464,10.19314989,8.861467793,12.4899797,7.791459439,8.360837347,5.6869878525,12.40655986,13.70909946,5.1199428305,6.9033787788,4.944168843,7.631688412,6.9209080238,12.39411974,8.879339047,9.799419701,8.629266563,8.692934023,7.091595276,10.07069158,5.93657766225,7.928460822,10.70804518,9.785984134,6.82858438,7.87435355567,7.259487003,7.154213379,10.315147335,7.060753003,BRCA
6.1765268835,9.175650046,5.8797644155,12.43084983,11.64347756,9.503239959,7.258898404,13.05207472,8.205061485,11.61752958,6.078210195,9.87752231,14.06575512,4.91887665,9.566249648,5.472171943,7.9501379685,7.506587513,5.8591069415,12.32574401,13.58466312,5.075662347,6.5092008916,5.538546893,8.19969826,6.8965544166,12.3239471,8.897861429,9.411691645,9.515749664,8.4734774435,7.36477082733,9.989898654,6.01855014825,7.887511753,10.68956587,10.0173308,6.652418822,7.794650782,7.444975776,6.514442352,11.79381229,7.078260574,BRCA
5.9061503975,9.44260202,6.013518634,12.23093318,11.65676462,9.574726497,8.263599169,13.41513704,8.03068248,11.60575973,5.57834344,8.920911903,13.712322535,5.394901009,7.643335147,6.025976276,7.5558305855,8.303724962,5.8570988385,12.39966386,13.75810714,5.819332361,6.667640262,5.070616072,7.6455704,6.895239566,12.48900128,9.093306057,9.922525358,8.496794995,8.580432115,7.06833791633,10.29596436,5.77151862625,8.150967211,10.59472841,10.39270411,7.418993406,8.18961236433,7.680572483,6.785946496,8.947881972,7.628739198,BRCA
6.1161232935,8.973504462,6.1177243565,12.13138765,11.71129928,10.12959893,8.503548623,13.40512953,8.137965979,11.84476863,5.238988625,5.599177363,14.275570095,11.24502395,7.749066799,13.57316849,7.8335949455,8.375496855,5.677996665,12.00382718,12.88068749,5.4110083375,6.6051129444,5.353156751,8.275287778,7.0040046146,12.05711016,9.245018504,9.905613067,9.61434228,8.5357374825,6.99678506233,9.813909876,6.040059771,7.736809693,10.6432567,9.923613888,7.576562054,7.67099175533,7.868808861,6.114789302,8.294422198,7.524289246,BRCA
5.031286226,8.965922146,6.0495366965,14.1941174,12.69058957,10.25507022,8.173903359,14.28224325,8.876978171,9.385733612,5.441376616,11.32825714,13.81356339,5.039808741,5.377654117,4.977521783,7.9784806655,8.848717702,5.6576825155,12.05629403,10.54750216,5.4936324775,6.5489813434,5.027033758,7.498233163,7.4112322548,12.34859823,7.719014193,9.850777208,9.315772892,7.348718546,7.079701867,8.255407641,5.8478689325,8.742748263,10.36475876,9.687087433,6.591900502,6.22075007433,6.848156962,7.653850253,7.8549590105,7.818200484,BRCA
