@relation thedata

@attribute 1020 real
@attribute 1432 real
@attribute 183 real
@attribute 186 real
@attribute 2185 real
@attribute 2534 real
@attribute 2767 real
@attribute 2770 real
@attribute 2782 real
@attribute 2792 real
@attribute 2885 real
@attribute 3265 real
@attribute 3717 real
@attribute 3827 real
@attribute 4137 real
@attribute 4638 real
@attribute 5335 real
@attribute 5578 real
@attribute 5579 real
@attribute 5594 real
@attribute 5595 real
@attribute 5599 real
@attribute 5604 real
@attribute 5605 real
@attribute 5894 real
@attribute 6464 real
@attribute 6654 real
@attribute 6772 real
@attribute 6773 real
@attribute 6774 real
@attribute 6775 real
@attribute 6776 real
@attribute 6777 real
@attribute 6778 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 815 real
@attribute 816 real
@attribute 817 real
@attribute 818 real
@attribute DependentVariable {BRCA,Control}

@data
8.702935506,5.5612686795,6.336020558,6.244036128,6.64403477267,8.9502413505,11.36612562,6.097670028,13.00161496,5.704879743,9.153599552,8.198599078,7.660782339,6.157150477,6.62258035375,7.787443455,8.709822916,8.202296649,6.39932068633,8.06297051567,11.573459625,5.9065229025,9.736317839,11.94944384,10.23292486,8.62624266567,6.507481989,9.93530678933,12.59315889,11.0871946533,8.344585666,11.89929188,9.998485053,9.880571175,12.72208073,13.38150649,12.59449147,4.893133131,6.6343243228,6.093509969,8.432536035,BRCA
8.212400476,6.791169903,6.067171478,6.546204289,6.47380877667,8.477755757,11.23978961,6.6687748565,13.04989878,5.291135005,9.5256586835,7.4409667175,7.948076801,5.298668624,6.9537017165,9.08050051933,7.877739246,8.474558864,6.68769140167,8.197304519,11.32136754,5.767601547,9.990983614,11.38105635,10.11618835,8.601359139,8.512524314,10.334999682,12.46365343,11.5050606867,8.075467283,11.36056745,9.562147541,9.486775264,12.77087865,13.60583775,12.7232493,5.487045126,7.4279636484,6.32819879025,8.398001158,Control
8.520992932,6.935865955,7.801516189,6.469890553,6.29282598867,8.5293685075,11.54241539,7.184102984,13.26893746,5.465820435,9.597360232,7.6537280945,7.573687183,4.699347423,6.631025254,9.62072910933,7.919144247,8.584390499,6.24070564267,8.151507585,11.488573795,6.1670985755,10.29596436,11.33166731,10.13087976,8.523978557,8.640083234,10.3450320487,12.47764072,11.3647894967,7.959250151,11.68668229,10.15541314,10.12558819,12.97797754,13.47298527,12.52742331,5.032994809,6.2234283246,6.3057024235,8.5689651635,Control
8.562224414,6.23780006725,5.709849771,6.301867109,6.61150973733,8.5706565075,11.88448737,5.4787995935,13.29995283,5.973617732,9.06038523,8.1909422715,8.115591386,5.387510099,7.41401540175,8.49734289867,7.988942668,7.646632733,6.35314852433,8.08129530567,11.695521545,5.967633391,10.01433476,11.29445435,10.76657469,9.16094315833,7.7584583,10.6552894147,12.9500565,11.2640425267,8.81259539,11.50045491,10.12611757,10.54330281,12.99135537,12.16391545,13.2860567,5.825792781,7.3891393726,5.77084102,8.8803822835,BRCA
8.209186643,6.155251749,7.119877807,6.670978828,6.25544650767,8.93480514275,11.6188926,6.159811817,13.17700839,6.049636893,9.5800955565,7.2806843915,8.41854957,5.149758548,7.24601693375,8.274334497,7.9147536295,7.883225397,6.73899581333,7.95451796533,11.206231375,5.329465727,9.712540381,11.28106518,10.37973064,8.789516499,7.8511886,10.5797653207,13.32349748,11.33747121,8.167494826,11.31253714,10.35359929,10.22614155,13.22427159,12.44601199,13.16228672,6.622202397,7.102716789,6.31097129675,9.045054579,BRCA
8.907447372,6.273689165,5.658862155,5.529673585,6.46065986433,8.1157153055,12.24637996,5.6032236615,13.33363132,5.732683853,9.0393998015,8.539009948,7.821265561,5.383541223,6.80509087425,9.17804262733,7.7272309565,8.420129842,6.39469361333,8.00665617633,11.49634678,5.656097949,9.812386363,11.36168902,10.55366796,8.419142242,7.192690117,9.828262008,12.60628034,11.2932842667,8.580165392,11.50810934,9.873298423,9.612141036,12.53522562,12.2076581,13.15138292,5.504788206,6.7947153724,6.125065043,8.936266678,BRCA
8.627316027,6.46315116575,6.121435737,5.961514085,6.65640928767,7.9997957695,12.05836733,5.6081323905,13.36856584,5.542111953,8.9731778835,8.146852134,8.145615208,5.476876799,7.51729349075,8.42402514667,7.5975884795,7.621284726,6.135427533,7.86577453733,11.796022585,6.071716146,9.916141133,11.42163372,10.73881029,8.58330978467,7.688986551,9.85565975467,12.75033439,11.21401799,8.398830385,11.37712933,10.15087731,10.13755512,12.56790862,12.15610687,13.15138292,5.487527549,7.080579106,5.8364187005,9.0825127945,BRCA
9.068960366,6.3805448535,6.836117042,6.204870044,6.47103919267,8.34669283075,11.74635698,5.800661023,13.36355512,5.655216748,8.9213733295,8.041917075,7.912322211,4.844249122,7.68659393725,7.96689849,7.531468856,7.779918143,6.82794277033,8.01917131267,11.46459896,6.259376137,10.0322459,11.31587145,10.51457134,8.49027171233,7.192172276,10.041403703,12.56283634,11.2249138333,8.123579715,12.16093036,10.23716846,10.09760788,12.61931219,12.43207997,13.08540943,5.612213331,7.7021154506,5.76965114525,8.845940063,BRCA
9.209484513,6.522968526,8.288302177,6.256638601,6.605324117,8.21665827025,11.79550409,5.52926424,13.29267684,6.118635505,9.111304808,7.888636145,8.111841355,5.250593322,8.07700608525,8.16545528467,7.8558007155,7.098719371,6.69079792733,7.890844983,11.5411915,6.1648761405,9.833428205,11.57272404,10.54450111,8.95843216133,7.574595656,9.72583582933,12.61931219,11.46263687,8.305595673,11.77876926,10.29197677,10.19263222,12.52524557,12.39881323,13.04201932,5.718300827,7.6402182504,5.6454289565,9.010547562,BRCA
8.3077144,6.65967948325,5.962960332,6.528966337,6.21975276833,7.74146486825,11.7820728,5.47662364,13.38150649,5.537615426,10.2970447,8.85628218,6.034420016,5.323740468,6.2389637715,8.01304877233,7.6793168875,7.791197286,6.127634878,8.742530249,12.52079595,5.593235253,9.724718956,11.3119244,5.97155002,8.67313689733,8.480033951,8.84918642867,12.4925881,11.7207938433,8.189751835,11.62476132,10.5038757,10.74747575,12.50816376,8.929717871,10.82365605,4.953976689,6.6682021408,6.17753520375,9.6265515845,BRCA
