@relation thedata

@attribute 10171 real
@attribute 10199 real
@attribute 10248 real
@attribute 10436 real
@attribute 10482 real
@attribute 10528 real
@attribute 10556 real
@attribute 10557 real
@attribute 10607 real
@attribute 10775 real
@attribute 10799 real
@attribute 10813 real
@attribute 10885 real
@attribute 10940 real
@attribute 134430 real
@attribute 138716 real
@attribute 1457 real
@attribute 1459 real
@attribute 1460 real
@attribute 166378 real
@attribute 1736 real
@attribute 2091 real
@attribute 22803 real
@attribute 23160 real
@attribute 23195 real
@attribute 23560 real
@attribute 254958 real
@attribute 25996 real
@attribute 26354 real
@attribute 27341 real
@attribute 28987 real
@attribute 29102 real
@attribute 29107 real
@attribute 29889 real
@attribute 3692 real
@attribute 4809 real
@attribute 4931 real
@attribute 51068 real
@attribute 51077 real
@attribute 51096 real
@attribute 51119 real
@attribute 51367 real
@attribute 51602 real
@attribute 54433 real
@attribute 54464 real
@attribute 54552 real
@attribute 54913 real
@attribute 55127 real
@attribute 55131 real
@attribute 55226 real
@attribute 55272 real
@attribute 55341 real
@attribute 55505 real
@attribute 55651 real
@attribute 55781 real
@attribute 55813 real
@attribute 55916 real
@attribute 55998 real
@attribute 56000 real
@attribute 56001 real
@attribute 57455 real
@attribute 5822 real
@attribute 5901 real
@attribute 65083 real
@attribute 6880 real
@attribute 6949 real
@attribute 7514 real
@attribute 79631 real
@attribute 83732 real
@attribute 84128 real
@attribute 84135 real
@attribute 84916 real
@attribute 92856 real
@attribute 9724 real
@attribute 9790 real
@attribute DependentVariable {BRCA,Control}

@data
8.880441509,7.9907205045,9.389707223,11.18741411,11.41613712,10.8709492,5.480544292,7.046135187,9.517187651,8.165310429,9.718379234,9.7156109955,6.073719165,6.429620671,10.04378642,8.332256242,7.49544647233,10.72425827,12.51068142,5.8222130635,11.58766984,13.15138292,7.782115641,7.14466111,7.061023135,10.83920007,5.606154407,11.82474013,8.847642484,7.83172262033,8.873744867,7.488000072,11.09277384,11.41027128,10.1320174237,10.3654309477,7.371671039,8.4085451865,7.716442836,8.467861387,9.565350184,7.462446238,8.646217683,9.79899025367,7.275663899,9.382149061,8.970768202,9.495905543,8.448705991,10.88922276,12.07897478,8.700510052,12.16931758,10.853916915,9.897747581,10.01043059,6.554209422,5.224977213,6.003833401,5.35738892375,8.228339065,6.134894093,9.35588024,8.600197322,5.8706972455,5.833900387,10.74006345,8.011517657,7.028450037,10.77531421,7.209358624,10.66322477,11.95277228,9.796364594,11.15623181,BRCA
9.127891901,8.2939842675,9.138144503,10.76123148,10.85869598,10.26300723,5.5597844735,6.8185740935,7.923240007,7.789959259,10.18342483,9.5697880645,6.071200213,6.267072826,10.04973324,7.889411487,8.17481472767,10.72853303,12.26341894,5.6378100475,11.62416272,12.57688471,7.7367749505,7.970452678,7.370864191,10.68152857,5.305251227,11.94385185,9.18564482967,7.69526304867,8.978067698,7.478491741,11.01840556,10.81174016,9.56541020167,10.7561628917,6.986135426,9.014469078,7.158045859,8.595435709,9.665460782,6.996007696,8.644776628,10.1579362363,8.254268123,9.995463717,7.891086675,9.923424476,7.520503034,10.67406669,12.20536419,8.32993211,12.3726448,10.2168179045,9.581342361,9.889405521,6.818777479,4.779011934,5.6098519,5.34676988725,7.594998435,6.222800335,10.61193798,8.4853807105,6.647844913,5.5255529955,11.19671294,7.72017387933,7.357331815,10.73235,7.192813385,10.37493653,11.61805062,10.43366919,10.63133194,Control
9.264947528,7.805111337,9.34467935,10.79075191,10.925465935,10.5364148,5.8898060515,6.87215747,8.457382033,7.554514269,9.713172168,9.5218020275,6.24317934,5.816478911,10.21491439,8.08509134733,8.22907692933,10.87439376,12.40857396,5.8992415485,11.34287486,12.24572955,7.435242736,8.283761058,7.172180266,10.54691402,5.057679059,11.79340834,9.139440695,7.64884670033,8.932835645,7.521764007,11.05666838,10.71783515,9.73527258233,10.545250775,7.252710704,8.642302247,7.214329013,8.092124337,9.552823312,7.6206664715,8.195102869,10.264377708,7.9888511715,9.872567588,7.707102194,10.16722717,8.539760899,10.83158062,12.00568429,8.149392911,12.26795863,10.161889319,9.77568481,9.612141036,6.73030412,5.558735431,6.019374585,5.707866661,8.242341843,6.084601799,10.31149038,8.651757913,6.4494654445,5.47996026125,11.01182496,7.67735264333,7.406897796,10.54330281,7.207456398,10.66644619,11.60457421,10.08734718,11.00193963,Control
9.529616553,7.99258015,9.715173149,11.10564356,12.42250973,10.340573665,5.7756310965,6.733097426,9.227195422,6.443859917,9.557488173,9.8213133545,6.045055885,7.268614806,10.06056798,8.533758809,8.002619778,10.51857476,12.8554292,5.6025679595,11.75448264,12.56790862,7.8667836215,7.827566793,8.227196099,10.68629503,4.600858642,11.62169489,9.33064405167,7.34718293067,9.169236755,7.1788095565,11.21226855,10.50723497,10.24475921,10.9227277437,7.4839677995,6.947980686,6.6568017945,7.749569672,6.132068463,8.1267106895,8.297192706,10.143986835,7.85361066,8.99094148,7.65031782,8.970279295,8.745355942,11.49487822,12.33201704,9.936572105,11.88149458,10.661708895,9.970480225,9.412771537,5.172738766,5.69544494,5.979345877,5.49993524175,9.292178463,6.178321874,10.9243451,8.9986441785,5.567906116,5.866585755,11.16381336,8.01654728233,7.247905317,11.14837189,6.690071763,11.02832761,11.6449965,9.891856263,11.33884516,BRCA
9.086508547,8.0805058275,9.076816348,10.11448127,12.116804585,10.641566545,5.7180678965,6.8850350255,8.895644291,6.056047647,9.590699844,9.78553893,6.788885101,6.909746482,10.78126567,7.81030592667,8.40329123233,10.33365884,12.26503342,5.6882972285,11.37897501,12.14165544,8.0686574075,7.569440062,8.385615596,10.99685144,5.577890454,11.61046905,9.526869403,7.07402710333,9.312690767,7.3226324365,10.13027811,11.37479785,9.96088023967,10.082422721,7.731071945,7.5529313175,6.8095882725,7.73974876,6.283186189,7.4052555255,8.561709067,9.674556173,7.5566280765,10.58231634,7.469094598,10.67725521,8.836035458,10.9783031,11.98737426,8.309761823,11.6923846,9.7162947885,9.738565672,9.621557925,5.545977053,4.591324374,6.221302541,5.30045657175,8.456581455,6.482691508,10.39647129,8.9316657605,5.488639607,5.955186784,11.20355006,7.949258553,7.38271794567,11.23756269,6.502239591,10.8852123,11.22221848,10.15759993,11.44807772,BRCA
9.268168339,7.932397297,9.976349717,11.17329317,11.86154965,10.53949317,5.85105611,7.2658847515,8.835467102,6.251819079,9.637789147,9.6165943235,6.407527489,6.953268513,10.45834538,8.71131906233,8.04410134333,10.98552909,13.21182067,5.5899826955,11.89497319,12.85954552,7.899139403,7.278150027,7.809255459,10.28887216,5.276693226,11.7425022,9.472149834,7.50436434467,9.404673855,7.191542532,11.2302278,10.52290542,10.3173063417,10.9765418417,7.7002803465,6.9821526775,6.374316581,7.592403075,6.309572416,7.795450056,8.467749328,10.1943089167,7.6310950145,10.33896506,8.17951245,9.49121232,8.346437413,11.39179686,12.67386451,9.125633749,12.11445497,10.77563569,10.06018966,9.495021102,4.735808811,5.110625549,5.661429849,5.36852598825,8.566664033,6.040679456,10.36660939,8.704543736,5.8225642365,5.8277688085,10.83660293,7.80486956633,7.21641265567,11.07871142,6.223234887,10.99741964,11.63993091,10.06438276,11.3421554,BRCA
9.785984134,7.8014402685,9.916671122,11.19937192,12.103700275,9.9587903795,5.660901376,6.655350557,8.913638269,6.343323981,9.283748834,9.6155241275,6.085982922,7.470295104,10.27748534,8.75750425333,7.69877329,10.79503739,13.04989878,5.636635418,11.93396179,12.74918966,7.925155733,7.332867062,7.85418446,10.2598848,5.626374337,11.71614222,9.400635349,7.49791425067,9.119292054,7.1462750315,11.26599019,10.24134003,10.2042947267,11.0399392867,7.74969071,6.587042577,7.0168334375,7.708154681,6.236450164,8.116154282,8.375627172,10.376407511,7.7228024185,8.813060565,7.645984623,8.72879731,8.602078164,11.23866464,12.54945867,9.885826425,12.12322914,10.662352585,9.909466033,9.341019005,5.531234258,5.128676184,5.76368461,5.63118440925,8.987165312,5.84424205,10.42231215,8.7790168075,5.851401107,5.54715425175,10.88216751,7.76468688267,7.05229835033,11.22456868,6.381893849,10.89211038,11.41529827,10.22614155,11.2184514,BRCA
9.436337353,8.0988057465,9.899825581,11.35175104,11.553989245,10.43558936,5.9002229945,6.817027869,8.765088082,6.500687047,10.31014159,9.819804531,6.663028337,7.096691768,10.33515616,8.73669388067,8.05336789633,10.84652096,13.17478142,5.9542551145,11.83057078,13.11754819,8.165359702,7.310229053,7.843483192,10.71490255,5.301597934,11.95519228,9.34323177433,7.713681245,9.758157045,7.3015670325,11.26378871,10.62776211,10.3086715617,11.0984179767,7.390545406,6.913846672,6.3410219395,8.08792836,6.098669702,7.884349434,8.786286885,10.3049922837,7.5659996025,9.633368144,8.243782269,9.439312046,8.432021022,11.34349681,12.85954552,9.125523977,12.77284039,11.095080045,10.09662988,9.286350482,5.48205062,5.37574431,5.658433761,5.3737888675,8.334922547,6.173632793,10.78613914,8.82233303,5.8535803325,5.859041794,11.01303318,7.92142050567,7.24348498767,11.2498099,6.63862099,11.12103016,11.87223249,10.24437012,11.23083122,BRCA
9.479871756,8.16009474,9.686457248,11.19715849,11.905777185,10.32946368,6.040107841,6.852565729,8.811664588,6.478086528,9.573941152,9.976026103,5.737829543,6.963592971,10.19459101,8.77533716533,8.29788210633,11.00957517,13.14121392,5.645308052,11.8233355,12.83212363,7.8133793605,7.863119402,8.251862414,10.16040756,5.179124099,12.10791023,9.52685901533,7.83589592033,9.778652583,6.9471735525,10.86047424,10.3906422,10.3849150823,11.2646723167,7.4002552555,7.0698850955,6.3904788665,8.257023734,5.975682485,7.764611582,8.189430636,10.4817464383,7.528213668,8.147994915,7.863692456,8.556200551,8.086336788,11.1356742,12.82346582,9.305993955,11.98934847,10.898648365,10.01650228,9.113026582,5.279296008,5.299584672,6.056697995,5.27650997875,8.300651279,6.307980018,11.08411429,8.588296692,5.77208709,5.79302288625,10.84878354,7.849919746,7.07638281533,10.92942137,6.335306046,10.93447616,11.60731657,10.02958441,10.66032156,BRCA
8.841046241,8.2711246875,10.43600385,11.68974045,11.30731523,9.3568705955,5.790238379,7.5710033425,9.631495907,6.51033347,9.742389917,9.489260244,7.209358624,6.848156962,10.88264708,9.455009081,8.10439908967,10.89955162,13.37355718,6.014476472,10.22118263,13.88031822,7.472999717,6.886279205,8.517965696,7.802485871,5.441376616,11.67585684,9.838941443,8.00259982467,10.45570509,6.2985675755,11.55095369,9.020800198,10.7028845517,11.8348992767,7.6514618005,5.9710529315,7.6272094815,8.165147094,6.757493769,8.22907201,9.157947591,9.71205860033,7.035445878,11.33112984,8.676081478,10.3362558,9.879660254,11.3345919,12.53522562,9.414865495,12.7645524,10.974644245,9.899274258,5.356153716,4.659234823,4.466446628,6.337002435,5.71246347575,9.812915765,5.833276737,10.29619385,5.945048008,5.7447864355,5.2826180365,10.00966108,7.922666324,7.41166257033,11.19155758,6.026750963,10.93358022,12.25336009,7.841062855,11.97218475,BRCA
