@relation thedata

@attribute 10163 real
@attribute 10458 real
@attribute 10580 real
@attribute 10810 real
@attribute 117178 real
@attribute 1387 real
@attribute 1457 real
@attribute 1459 real
@attribute 1460 real
@attribute 1495 real
@attribute 1496 real
@attribute 1499 real
@attribute 1500 real
@attribute 1956 real
@attribute 2033 real
@attribute 2064 real
@attribute 2241 real
@attribute 2260 real
@attribute 2534 real
@attribute 25945 real
@attribute 29119 real
@attribute 3480 real
@attribute 3643 real
@attribute 387 real
@attribute 4008 real
@attribute 4087 real
@attribute 4088 real
@attribute 4089 real
@attribute 4233 real
@attribute 4301 real
@attribute 51176 real
@attribute 51701 real
@attribute 52 real
@attribute 5594 real
@attribute 5595 real
@attribute 56288 real
@attribute 5770 real
@attribute 5777 real
@attribute 5787 real
@attribute 5792 real
@attribute 5795 real
@attribute 5797 real
@attribute 5818 real
@attribute 5819 real
@attribute 5879 real
@attribute 5880 real
@attribute 5881 real
@attribute 60 real
@attribute 6591 real
@attribute 6615 real
@attribute 6714 real
@attribute 6885 real
@attribute 6932 real
@attribute 6934 real
@attribute 7046 real
@attribute 7048 real
@attribute 7082 real
@attribute 71 real
@attribute 7414 real
@attribute 7454 real
@attribute 7525 real
@attribute 81 real
@attribute 81607 real
@attribute 83439 real
@attribute 87 real
@attribute 88 real
@attribute 8826 real
@attribute 89 real
@attribute 8936 real
@attribute 8976 real
@attribute 9855 real
@attribute 998 real
@attribute 999 real
@attribute DependentVariable {BRCA,Control}

@data
11.96210624,7.3912828544,7.5504822584,9.577046919,6.567351974,8.6873024975,7.49544647233,10.72425827,12.51068142,12.88540901,5.947438964,6.27534299943,6.0565483904,6.71360662325,8.279449386,7.93639420467,7.307203371,6.09726277333,8.9502413505,8.647534764,4.8359390755,6.94204856,5.63256723,12.64120964,5.998709591,6.421738015,10.87489706,10.75143132,6.179665925,6.380812226,7.304534698,6.973413606,10.242923905,8.06297051567,11.573459625,6.113175002,10.57445661,6.812437156,7.749938335,12.03297812,5.167429435,10.5846199,5.9129842895,8.98552143,8.92818876867,10.24211452,8.489006101,14.7048191133,8.3837478165,4.888513434,6.89592443067,8.596587527,5.250613486,7.713010325,6.183690582,10.3983485903,9.2557188495,14.16117987,8.53835121633,9.654582833,9.18487604,11.54582134,7.154719711,9.302171157,13.03513077,6.631326684,10.14670903,6.025201173,5.6547341815,11.13901746,7.930857249,6.604948967,11.4210814,BRCA
11.15503025,6.588045411,8.1476291228,10.15416657,6.929764742,9.023964326,8.17481472767,10.72853303,12.26341894,12.92565307,5.991981649,7.131665281,6.331409825,6.904091352,9.378501395,7.69659012467,7.715191761,6.47069063367,8.477755757,8.2204149795,5.4467755465,7.723969969,6.256732941,12.30040269,6.001358226,6.454770335,10.17969799,11.09442761,6.375000864,6.474724508,8.1736588475,6.547554419,11.496515525,8.197304519,11.32136754,6.455783898,10.69259831,7.04071315267,9.105424774,11.965095565,6.579923533,11.06786474,5.687273743,8.54304418667,8.97755484267,10.19163332,8.120718857,15.05796349,10.71292534,5.61707161,6.98144085767,9.0816140535,5.32864704483,9.421265976,6.995289824,10.9433576167,10.6342641535,14.5902901,9.27988523833,9.476443016,9.330659861,11.42477793,7.249021281,8.292691032,12.83735302,6.454961876,9.635165386,6.015030979,5.5605859125,11.46239505,7.699539704,7.351535111,12.1857598,Control
11.25995523,6.9737364254,8.8774995654,10.28887216,6.675537655,8.87704806,8.22907692933,10.87439376,12.40857396,13.040661435,6.010058786,7.29151062114,6.1974349288,6.94855824675,9.675384217,7.61830501433,8.043247602,6.565694096,8.5293685075,8.59393588,5.219545711,7.678848562,5.840785003,12.38074251,5.844744204,6.5529715385,10.27293332,10.65306923,6.090224257,6.624324378,7.115647436,6.410752897,11.24780675,8.151507585,11.488573795,6.162699096,10.93430845,6.803089398,9.440475292,12.25308933,6.362562487,11.49487822,5.69787456775,8.72241935167,8.882604615,9.450943738,8.303485245,14.93219218,10.0050301765,5.069542407,6.75905554167,9.1999885685,5.24435827317,9.843207033,6.460910954,10.957163474,10.5492218925,14.6393662,9.66705962233,9.214775128,8.442550769,11.70381504,7.470295104,8.734558167,13.26600764,6.8430452,9.680166591,5.633148724,5.2464877075,11.54782732,7.327106013,7.359104133,11.91354778,Control
11.56578769,7.2753171276,7.3821503136,9.336507187,6.414605436,8.924929238,8.002619778,10.51857476,12.8554292,12.745583265,5.97637008,6.59111954886,6.1755194954,6.51319229175,9.604664936,7.976917062,7.574822685,5.96088606667,8.5706565075,7.7880056225,4.7867784305,7.84580541,6.554362933,11.64892389,6.397807774,6.1525984655,10.40859541,10.79459886,6.016257423,6.142010661,8.4425651375,4.530196957,11.329325945,8.08129530567,11.695521545,6.212623443,11.37859847,7.516461694,9.252961701,11.855293815,6.171732872,10.74349669,5.85887411325,9.68087566267,8.867882958,10.66919979,8.504323566,15.0187098367,10.3822136105,5.718369332,6.82951290367,8.733092931,5.540993142,9.094889963,6.352798794,10.7426136877,10.4135940135,14.61489822,9.297521207,10.31961599,6.361948707,12.29564706,7.364312244,8.912530956,12.95175557,6.722606479,7.794531415,5.65836235,5.38100816,11.68740205,7.810348506,6.6884391885,13.00161496,BRCA
10.91092396,6.9531403992,7.6246008544,10.49193353,7.829676956,8.787588937,8.40329123233,10.33365884,12.26503342,13.224572915,5.853877943,6.82356085529,5.8476064276,6.77269984975,9.80990119,8.20196223633,7.642216221,6.59467230567,8.93480514275,8.4088029215,5.103904832,7.737992796,6.444605472,11.744773,6.838766267,6.874519166,10.55937736,10.92510768,5.837193482,6.128257952,8.1233901535,5.219566658,11.16790379,7.95451796533,11.206231375,6.502239591,11.03430052,7.13020930867,8.921038401,11.78099846,5.934641074,10.82015126,5.79095972525,8.84172376967,8.552349278,10.08289785,8.576806602,14.8884804533,10.925259545,5.403021612,6.91208436433,9.2660120735,5.5553266305,9.093867222,6.43304759,10.852317469,10.369165622,14.820812395,9.499998977,9.33884841,6.196140414,10.93699877,8.049591461,8.710342497,14.01689273,6.837126844,8.395942279,5.923868951,5.678699208,11.89929188,7.827852559,6.843482732,13.08801473,BRCA
11.32122928,6.9248737328,7.2938077718,9.45882753,6.350325408,8.856661681,8.04410134333,10.98552909,13.21182067,12.746818115,5.5828655,6.36337954043,5.9129809858,6.93725355825,9.987029866,8.116889369,7.602162741,6.169953993,8.1157153055,8.6310530855,5.103896392,7.440414751,6.123713395,11.37964115,6.689897101,6.627057127,10.55420777,10.7377039,5.524197895,5.933933296,8.298430784,5.784249584,11.285078905,8.00665617633,11.49634678,6.641730707,11.22557215,7.417477812,7.623298306,12.10999787,6.154925041,10.04141314,6.0859753625,8.63450192267,8.787767491,10.46394351,8.583911209,14.9774764867,10.2802416825,5.03519637,7.22720437133,8.692934023,5.5918056555,9.133181475,6.665126693,10.211321263,9.915014037,14.40395713,9.31806579233,9.841761329,6.201051201,12.08449626,8.085712944,9.428837044,14.08845827,6.741740415,8.03664224,5.579701547,5.3897905355,11.68740205,7.570123478,7.08107622375,13.41290062,BRCA
11.44340995,7.2958069026,6.9875415226,9.138291722,7.042811547,9.171450661,7.69877329,10.79503739,13.04989878,12.704256735,5.702942321,6.422985035,6.2592633174,6.51560473275,9.985543523,8.200041692,7.210917555,6.115956461,7.9997957695,7.6825059365,4.934468485,8.081511566,6.253852802,11.16916418,6.631472205,6.402383265,10.66841992,10.63715491,5.720012484,6.220383769,10.0216627,5.245658467,11.44971078,7.86577453733,11.796022585,6.078210195,11.6020262,7.881687676,8.020564879,12.05786583,6.099195905,10.18798331,6.014746667,9.751440082,8.934366304,10.18465258,8.80453531,15.0132487467,9.9152903835,5.798446689,7.35444662233,8.4734774435,5.53038510583,8.946965563,6.174232248,9.906558606,9.9526370045,14.584707025,9.088854201,9.61434228,6.627246137,12.15418213,7.731999695,9.073834372,12.37349196,6.544698369,7.483334379,5.919942619,5.5923392205,11.93028653,7.503032882,6.38540810175,13.38809538,BRCA
11.28199972,6.8790446864,7.4064339474,9.943694688,7.236830112,8.4836949415,8.05336789633,10.84652096,13.17478142,12.88292634,5.330389211,6.66300284714,5.9898789116,6.4814821935,9.618225404,8.184794248,7.465038051,5.87493411433,8.34669283075,7.866933716,5.1370986735,7.606499831,6.269038407,11.66819594,6.935404128,6.587465623,10.44034522,10.67427198,6.015700078,6.38888318,8.068034868,5.420727655,11.312210365,8.01917131267,11.46459896,6.309026649,10.92591806,7.267388056,7.818200484,12.068437675,6.067010094,10.44278832,5.69342725775,9.306846081,9.01840760867,11.04774441,9.040674063,14.9657466367,9.876736389,4.708480413,7.03736704367,8.580432115,5.39309260383,9.04801075,6.817882628,10.012841776,9.9950352,14.076440755,9.11794216067,10.06785821,6.785161856,11.61468237,8.022452603,9.115226496,12.98137289,6.651845045,7.714213099,5.617365526,5.7040260045,11.85473021,7.582144099,6.7911300605,13.18229429,BRCA
11.76334944,7.359980366,7.1050746354,8.965554247,6.750643767,8.813489955,8.29788210633,11.00957517,13.14121392,12.62871138,5.781760497,6.42648938771,5.8612369054,6.70888373325,9.505712886,7.907871456,6.803166077,6.07785737067,8.21665827025,6.9394064545,5.0727564045,8.357443276,6.351695128,11.52630619,6.270487478,6.5239716815,10.53098201,10.66574031,5.878793533,5.941699827,8.8582775665,5.517599514,11.66083263,7.890844983,11.5411915,6.11114154,11.22643043,7.79308931833,8.220597345,11.810459655,5.929560972,10.19721704,5.98986019875,10.3959021097,9.258466301,10.98249473,9.362086899,14.4411317433,9.8717777685,5.234013847,7.07743364033,8.5357374825,5.8409395135,8.848717702,6.449607283,10.0676639323,10.0681032395,14.67873479,8.755771008,10.21623692,6.567123767,11.66672787,7.79623616,8.560448556,12.46971692,6.556203785,7.819127079,5.839462851,5.4322419585,11.89117053,7.414814438,6.67358924525,13.54762602,BRCA
11.24600142,7.4784897584,7.298894726,9.832676886,6.966133735,8.456160299,8.10439908967,10.89955162,13.37355718,12.12427343,7.514519035,6.69586688229,6.31434335,7.023639895,10.42139193,7.75563836833,8.143282598,5.950336121,7.74146486825,7.3203023505,4.9598345345,7.732169334,7.093499766,9.38829779,5.910259709,6.867288967,10.55871514,10.11653277,5.790127717,6.215101582,8.770284653,5.039808741,11.330980125,8.742530249,12.52079595,5.762422735,7.591767528,6.99649640933,8.538180321,10.710689632,6.157049396,10.70560671,5.98336494175,8.81141663767,8.91017192567,10.06457475,9.248788083,14.7567013667,9.0838954415,5.398154738,6.94510312533,7.348718546,5.59168486833,8.753869513,6.861555705,9.30348832867,8.66799885,14.44422315,9.11742445167,10.27431732,5.734852697,11.78706297,9.455707945,9.95810357,14.46865842,6.264447878,8.067731642,6.279290785,5.4397138795,7.695456468,9.55198751,6.6605798635,10.98045221,BRCA
