@relation thedata

@attribute 107 real
@attribute 1385 real
@attribute 2002 real
@attribute 2353 real
@attribute 2770 real
@attribute 2776 real
@attribute 2778 real
@attribute 2782 real
@attribute 2792 real
@attribute 3265 real
@attribute 3725 real
@attribute 4772 real
@attribute 4773 real
@attribute 4775 real
@attribute 4776 real
@attribute 5335 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 5578 real
@attribute 5579 real
@attribute 5595 real
@attribute 5604 real
@attribute 5894 real
@attribute 6197 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute DependentVariable {BRCA,Control}

@data
6.45574924,11.005151922,9.68790976,14.20597115,6.097670028,6.808774778,8.86041017833,13.00161496,5.704879743,8.198599078,14.17314893,7.27521674725,5.077444067,7.1477918822,7.073876788,8.709822916,7.1793537375,11.41782366,9.789998625,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,8.202296649,6.39932068633,11.573459625,9.736317839,10.23292486,5.9896451145,12.72208073,13.38150649,12.59449147,BRCA
6.928720816,10.78322175,9.524248408,14.15265365,6.6687748565,9.546605663,9.172881566,13.04989878,5.291135005,7.4409667175,13.87385551,6.19438472475,5.346357517,7.3725677436,6.433089331,7.877739246,7.4303730355,11.31639767,9.291228915,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,8.474558864,6.68769140167,11.32136754,9.990983614,10.11618835,6.67480979075,12.77087865,13.60583775,12.7232493,Control
6.6365159435,10.4041484903,9.844219734,14.61254488,7.184102984,9.998851701,8.796592193,13.26893746,5.465820435,7.6537280945,14.67256817,6.7272117865,5.298679987,7.3957099914,5.97717186,7.919144247,7.50153016,11.73097541,9.562295439,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,8.584390499,6.24070564267,11.488573795,10.29596436,10.13087976,6.649787867,12.97797754,13.47298527,12.52742331,Control
7.5681815995,10.5074705227,10.24378721,13.61588998,5.4787995935,9.061277435,8.711268495,13.29995283,5.973617732,8.1909422715,13.48222565,6.759633327,4.997642808,7.2288002188,6.801647336,7.988942668,6.8933171905,11.62683849,10.13925432,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,7.646632733,6.35314852433,11.695521545,10.01433476,10.76657469,6.13687965425,12.99135537,12.16391545,13.2860567,BRCA
8.248473233,9.90083481867,9.913970625,12.35733627,6.159811817,9.803614982,9.207844615,13.17700839,6.049636893,7.2806843915,13.17144427,6.23406257875,5.0933444835,7.5048108894,7.602329794,7.9147536295,7.408146448,12.04715639,9.726252704,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,7.883225397,6.73899581333,11.206231375,9.712540381,10.37973064,6.3478008495,13.22427159,12.44601199,13.16228672,BRCA
7.7603213985,10.2584479883,10.00415062,13.96294256,5.6032236615,8.90929393,8.61201467833,13.33363132,5.732683853,8.539009948,14.09890062,6.007950882,5.159575836,7.3174860408,7.275615009,7.7272309565,7.1208014865,11.78825759,9.678499404,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,8.420129842,6.39469361333,11.49634678,9.812386363,10.55366796,6.2124689205,12.53522562,12.2076581,13.15138292,BRCA
8.9607456695,10.0323493423,10.22872886,13.92451704,5.6081323905,8.5896522,8.82288182267,13.36856584,5.542111953,8.146852134,14.01211384,6.538599406,4.8457210545,7.37350411,7.049334327,7.5975884795,6.752537335,11.72922572,10.00443156,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,7.621284726,6.135427533,11.796022585,9.916141133,10.73881029,6.1028603775,12.56790862,12.15610687,13.15138292,BRCA
8.247227253,9.692770319,10.30881145,12.40276968,5.800661023,8.886520521,9.12620744833,13.36355512,5.655216748,8.041917075,13.34674991,6.491152042,5.0687373255,7.4063725076,6.966797061,7.531468856,7.0698721725,11.42322901,9.577046919,5.5295343186,5.620154746,8.653406271,7.587367101,7.646560735,5.325990094,7.779918143,6.82794277033,11.46459896,10.0322459,10.51457134,6.0448145055,12.61931219,12.43207997,13.08540943,BRCA
9.5775018565,9.570767933,10.45750942,13.08977243,5.52926424,8.45292188,9.14021016267,13.29267684,6.118635505,7.888636145,12.76004735,6.4121055595,4.958492937,7.2996578948,6.658643958,7.8558007155,6.9466844905,11.4712435,9.812915765,5.4814391052,5.341284192,7.64956818833,8.135646608,7.576259705,5.707781006,7.098719371,6.69079792733,11.5411915,9.833428205,10.54450111,6.08165818225,12.52524557,12.39881323,13.04201932,BRCA
6.364286878,10.2933462963,10.01669727,8.405238411,5.47662364,9.284894137,8.17602958933,13.38150649,5.537615426,8.85628218,12.03663478,5.81851615,5.2986916435,7.1446693556,8.426328841,7.6793168875,7.9529606385,12.28769659,10.43684194,5.1210123436,6.445516183,8.42010759833,7.493457452,7.632470217,5.002940155,7.791197286,6.127634878,12.52079595,9.724718956,5.97155002,6.424485401,12.50816376,8.929717871,10.82365605,BRCA
