@relation thedata

@attribute 10928 real
@attribute 329 real
@attribute 330 real
@attribute 3725 real
@attribute 4215 real
@attribute 4790 real
@attribute 4791 real
@attribute 4792 real
@attribute 4793 real
@attribute 4794 real
@attribute 4795 real
@attribute 4796 real
@attribute 6416 real
@attribute 6885 real
@attribute 7124 real
@attribute 7128 real
@attribute 7132 real
@attribute 7133 real
@attribute 7182 real
@attribute 7186 real
@attribute 836 real
@attribute 841 real
@attribute 8517 real
@attribute 8717 real
@attribute 8737 real
@attribute 8772 real
@attribute 8837 real
@attribute 9530 real
@attribute DependentVariable {BRCA,Control}

@data
9.550160511,9.181680732,9.10786861,14.17314893,7.589149038,12.2590489,7.168375022,13.43573605,6.53208433767,7.827931929,7.217330395,5.97637008,7.974032126,8.596587527,6.992205122,9.453435848,11.97837451,7.427399015,6.147057976,8.81368591,8.021098551,5.3816807882,10.6073352,8.26798057567,9.933705821,10.44646331,11.30927755,6.890428139,BRCA
9.04992417,9.602668372,9.64187447267,13.87385551,6.9964711445,12.38541089,6.57488857867,14.39776555,6.30944562733,7.419372713,6.305519722,5.839462851,8.704684954,9.0816140535,7.871691396,10.33092839,11.79193625,8.409445169,6.561406812,7.562397229,8.158617651,6.0308489854,10.68519142,7.74767978867,9.477151683,10.4522647,11.86370244,6.978671921,Control
9.058229305,9.748937848,8.950697414,14.67256817,7.630412058,12.24889125,6.82571524133,14.10537413,6.83411040533,7.177023614,6.29655434,5.864874046,8.3498677015,9.1999885685,6.162699096,9.956354783,11.70928645,8.577788631,6.577433076,7.489328426,8.264536249,5.9638642464,10.55664043,7.976421966,9.882639658,10.26227726,11.85228967,8.1261586565,Control
8.632523723,9.3641773755,8.831709234,13.48222565,7.6667872165,12.29388695,7.207652156,14.13459319,7.043476808,7.056315612,6.944100378,6.088105148,8.5569316505,8.733092931,5.841225451,9.396830118,12.32501877,8.171178205,6.276641472,8.174789799,7.961727034,6.0564723368,10.78787423,8.60516057033,10.43762494,9.334318613,11.32122928,6.3861084835,BRCA
9.203483287,9.745757925,9.59777171733,13.17144427,7.206289205,12.41257918,6.73005362833,13.98232431,6.31386063533,7.130496238,6.85901018,6.150209952,8.5497894345,9.2660120735,5.923868951,9.887921655,12.15610687,8.792953849,7.32970918,8.260238737,8.3844099225,5.9408978668,10.64411791,7.70289810533,10.76657469,9.828898548,11.54164129,7.3731095315,BRCA
8.94638079,9.24265747,8.328009681,14.09890062,7.431226568,12.40655986,6.90677295333,13.70909946,6.96648824367,7.502615284,7.123296633,6.026197658,8.480919728,8.692934023,7.264445239,9.222928376,12.03603115,7.964515778,6.708260103,8.569372533,8.1522695415,5.9484693628,10.70804518,7.81029065433,10.39270411,10.02000108,11.16916418,6.9491101965,BRCA
8.953397026,9.106913703,8.109536,14.01211384,7.546302448,12.32574401,7.382294288,13.58466312,6.88625381767,7.244818397,7.233142993,5.65478727,8.4390426745,8.4734774435,6.665268844,9.424193129,11.81753744,7.885637086,6.872462884,8.554263753,8.071465941,5.7945629282,10.68956587,8.33003132667,10.31328586,9.304157994,10.91211486,6.685090749,BRCA
8.976994451,9.221711435,8.50859886567,13.34674991,7.237215557,12.39966386,7.144249486,13.75810714,7.059851597,7.758041825,7.187651778,6.037278568,8.551370553,8.580432115,7.183985468,9.698383942,11.86989657,7.911723223,6.511203633,8.466179598,8.4046207015,5.8306412028,10.59472841,7.89650067567,10.26978741,9.892717783,10.84277875,6.8357319225,BRCA
8.982138771,9.2950823285,7.88922588267,12.76004735,7.668523899,12.00382718,6.75150023233,12.88068749,7.14134063733,6.988971848,7.109154518,5.80723335,8.655247477,8.5357374825,6.778573689,9.016321592,12.24889125,7.553957774,6.511322251,8.512702074,8.161427938,5.884185454,10.6432567,8.82616985867,9.880004788,9.408563868,10.49079602,6.488642528,BRCA
5.781235931,9.853083913,8.26887307167,12.03663478,7.892026592,12.05629403,5.51821901167,10.54750216,6.82896955467,7.975462708,8.16176316,6.072862143,8.821488149,7.348718546,5.97155002,9.899274258,12.56790862,8.530075742,7.151831235,8.362997044,9.1174736295,5.3899325582,10.36475876,7.901426815,10.94323478,8.136146677,7.00736687,7.5373189165,BRCA
