	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_BIOCARTA_SHH_PATHWAY_weka_svm_weights_r_svm_rbf	0.41471571906354515	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45031222348010735	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.16516115469825	0.48414687470097484	100.78450129625423	23	13	0.0
utahontario1_BIOCARTA_SHH_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4874811463046757	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43102231735713425	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.70821270932586	0.4656039392161728	100.27388333763278	85	39	0.0
utahontario1_BIOCARTA_SKP2E2F_PATHWAY_weka_svm_weights_r_svm_rbf	0.6086956521739131	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4294454255796721	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	92.66267227018793	0.475486171498727	98.98160903622978	23	13	0.0
utahontario1_BIOCARTA_SKP2E2F_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.42654600301659124	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.062151394422310935	0.44287835903708067	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	102.45086588089062	0.47558076103045627	102.42252208920772	82	42	-0.03529411764705881
utahontario1_BIOCARTA_SODD_PATHWAY_weka_svm_weights_r_svm_rbf	0.6153846153846154	0.6944444444444444	0.36111111111111116	0.05555555555555558	NA	0.3055555555555556	0.22047244094488175	0.4440932815858138	4.0	3.0	1.0	32.0	22.0	10.0	13.0	3.0	10.0	23.0	22.0	1.0	0.1111111111111111	0.75	0.25	0.8888888888888888	0.6875	0.3125	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9565217391304348	0.043478260869565216	95.8232822096835	0.4684166393643235	97.50994969524204	25	11	0.18729096989966565
utahontario1_BIOCARTA_SODD_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5073906485671191	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.03665338645418301	0.4280852762867323	4.0	2.0	2.0	120.0	83.0	37.0	39.0	2.0	37.0	85.0	83.0	2.0	0.03225806451612903	0.5	0.5	0.967741935483871	0.6916666666666667	0.30833333333333335	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9764705882352941	0.023529411764705882	99.02878822481358	0.46654946063695185	100.4775137124102	85	39	0.0277526395173453
utahontario1_BIOCARTA_SPPA_PATHWAY_weka_svm_weights_r_svm_rbf	0.6086956521739131	0.6944444444444444	0.36111111111111116	0.05555555555555558	NA	0.3055555555555556	0.25	0.41975346315224366	6.0	4.0	2.0	30.0	21.0	9.0	13.0	4.0	9.0	23.0	21.0	2.0	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.8333333333333334	0.7	0.3	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.9130434782608695	0.08695652173913043	90.57140971486898	0.4760892621258673	99.10715397159741	25	11	0.2207357859531771
utahontario1_BIOCARTA_SPPA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6702865761689291	0.7258064516129032	0.3145161290322581	0.040322580645161366	NA	0.27419354838709675	0.22414427677585572	0.3924280996255871	13.0	9.0	4.0	111.0	81.0	30.0	39.0	9.0	30.0	85.0	81.0	4.0	0.10483870967741936	0.6923076923076923	0.3076923076923077	0.8951612903225806	0.7297297297297297	0.2702702702702703	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.9529411764705882	0.047058823529411764	90.78022843574439	0.4408458495987941	94.94190570416379	90	34	0.18371040723981902
utahontario1_BIOCARTA_SPRY_PATHWAY_weka_svm_weights_r_svm_rbf	0.6153846153846154	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4364257344239061	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	94.16883354761886	0.4766691228191754	99.22786314860583	23	13	0.0
utahontario1_BIOCARTA_SPRY_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6021116138763197	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.10253317249698447	0.4162092681279168	3.0	3.0	0.0	121.0	85.0	36.0	39.0	3.0	36.0	85.0	85.0	0.0	0.024193548387096774	1.0	0.0	0.9758064516129032	0.7024793388429752	0.2975206611570248	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	1.0	0.0	96.28151621602866	0.4563597343583889	98.28302320655423	88	36	0.07692307692307687
utahontario1_BIOCARTA_SRCRPTP_PATHWAY_weka_svm_weights_r_svm_rbf	0.6187290969899666	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4462290962982627	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.2841330813917	0.48066216263602857	100.05909133085154	23	13	0.0
utahontario1_BIOCARTA_SRCRPTP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6316742081447965	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.4287386605425358	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	99.17993533190084	0.4631940531077139	99.75488292087643	83	41	-0.02352941176470591
utahontario1_BIOCARTA_STATHMIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5384615384615384	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.0120481927710841	0.45007995005687385	3.0	1.0	2.0	33.0	21.0	12.0	13.0	1.0	12.0	23.0	21.0	2.0	0.08333333333333333	0.3333333333333333	0.6666666666666666	0.9166666666666666	0.6363636363636364	0.36363636363636365	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9130434782608695	0.08695652173913043	97.11504285138857	0.4824967709608778	100.44100040587777	22	14	-0.010033444816053505
utahontario1_BIOCARTA_STATHMIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.598793363499246	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.020923805763916253	0.4179005179280748	5.0	2.0	3.0	119.0	82.0	37.0	39.0	2.0	37.0	85.0	82.0	3.0	0.04032258064516129	0.4	0.6	0.9596774193548387	0.6890756302521008	0.31092436974789917	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9647058823529412	0.03529411764705882	96.6727523261511	0.46238976159134587	99.58166824872931	84	40	0.0159879336349924
utahontario1_BIOCARTA_STEM_PATHWAY_weka_svm_weights_r_svm_rbf	0.5652173913043478	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4536918333069899	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.89438926876377	0.4789974816336793	99.71255590243896	23	13	0.0
utahontario1_BIOCARTA_STEM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5532428355957769	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4295479220760466	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.36714146455665	0.46263462923071147	99.63440368980879	85	39	0.0
utahontario1_BIOCARTA_STRESS_PATHWAY_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.10655737704918021	0.4522229134213886	2.0	0.0	2.0	34.0	21.0	13.0	13.0	0.0	13.0	23.0	21.0	2.0	0.05555555555555555	0.0	1.0	0.9444444444444444	0.6176470588235294	0.38235294117647056	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9130434782608695	0.08695652173913043	97.57743620827439	0.47757087209955956	99.41557963768554	21	15	-0.08695652173913049
utahontario1_BIOCARTA_STRESS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6832579185520362	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.13368580060422974	0.40301419995090965	10.0	6.0	4.0	114.0	81.0	33.0	39.0	6.0	33.0	85.0	81.0	4.0	0.08064516129032258	0.6	0.4	0.9193548387096774	0.7105263157894737	0.2894736842105263	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9529411764705882	0.047058823529411764	93.22910660398307	0.4449231537157615	95.8200063449039	87	37	0.10678733031674215
utahontario1_BIOCARTA_TALL1_PATHWAY_weka_svm_weights_r_svm_rbf	0.4648829431438128	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4501373915712928	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.12743717184993	0.4828714538773341	100.5189978749363	23	13	0.0
utahontario1_BIOCARTA_TALL1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4808446455505279	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.018668831168830863	0.4333345155568818	1.0	1.0	0.0	123.0	85.0	38.0	39.0	1.0	38.0	85.0	85.0	0.0	0.008064516129032258	1.0	0.0	0.9919354838709677	0.6910569105691057	0.3089430894308943	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	1.0	0.0	100.24309255346054	0.46663110266133634	100.49509638759623	86	38	0.02564102564102555
utahontario1_BIOCARTA_TCAPOPTOSIS_PATHWAY_weka_svm_weights_r_svm_rbf	0.47826086956521746	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44825515475565925	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.72130153087411	0.4827123868699676	100.48588501219187	23	13	0.0
utahontario1_BIOCARTA_TCAPOPTOSIS_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5601809954751131	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.03482179434657944	0.4287290201156223	1.0	1.0	0.0	123.0	85.0	38.0	39.0	1.0	38.0	85.0	85.0	0.0	0.008064516129032258	1.0	0.0	0.9919354838709677	0.6910569105691057	0.3089430894308943	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	1.0	0.0	99.17770521596812	0.4646754242623252	100.07391552740312	86	38	0.02564102564102555
utahontario1_BIOCARTA_TCRA_PATHWAY_weka_svm_weights_r_svm_rbf	0.5986622073578596	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4419101324122643	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.35221784542233	0.47448227776402796	98.7726292106994	23	13	0.0
utahontario1_BIOCARTA_TCRA_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5523378582202112	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.02508423811306605	0.4242348739974553	11.0	4.0	7.0	113.0	78.0	35.0	39.0	4.0	35.0	85.0	78.0	7.0	0.08870967741935484	0.36363636363636365	0.6363636363636364	0.9112903225806451	0.6902654867256637	0.30973451327433627	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9176470588235294	0.08235294117647059	98.13807627089496	0.47135218909854365	101.51184395083284	82	42	0.020211161387631904
utahontario1_BIOCARTA_TCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.6220735785953178	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	0.027027027027027146	0.42600582313406377	5.0	2.0	3.0	31.0	20.0	11.0	13.0	2.0	11.0	23.0	20.0	3.0	0.1388888888888889	0.4	0.6	0.8611111111111112	0.6451612903225806	0.3548387096774194	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8695652173913043	0.13043478260869565	91.92049937656141	0.48696297129548094	101.37072606751744	22	14	0.02341137123745818
utahontario1_BIOCARTA_TCR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.607239819004525	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.19218241042345283	0.39655112737575554	14.0	8.0	6.0	110.0	79.0	31.0	39.0	8.0	31.0	85.0	79.0	6.0	0.11290322580645161	0.5714285714285714	0.42857142857142855	0.8870967741935484	0.7181818181818181	0.2818181818181818	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9294117647058824	0.07058823529411765	91.73400672370164	0.45367716717879925	97.70529736328844	87	37	0.13453996983408745
utahontario1_BIOCARTA_TCYTOTOXIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.49163879598662213	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.07874015748031475	0.45034950644810867	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	97.17320580773072	0.5075577985890759	105.65793622321542	23	13	0.06688963210702337
utahontario1_BIOCARTA_TCYTOTOXIC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.698340874811463	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.1484780994803268	0.3905216158651527	12.0	7.0	5.0	112.0	80.0	32.0	39.0	7.0	32.0	85.0	80.0	5.0	0.0967741935483871	0.5833333333333334	0.4166666666666667	0.9032258064516129	0.7142857142857143	0.2857142857142857	0.31451612903225806	0.1794871794871795	0.8205128205128205	0.6854838709677419	0.9411764705882353	0.058823529411764705	90.33920234345794	0.4400608946915772	94.77285542309427	87	37	0.1206636500754148
utahontario1_BIOCARTA_TEL_PATHWAY_weka_svm_weights_r_svm_rbf	0.5852842809364549	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4434838921953094	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.69179251154311	0.4768529030008116	99.26612053478804	23	13	0.0
utahontario1_BIOCARTA_TEL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6271493212669683	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.009693679720821993	0.4118069431762064	6.0	2.0	4.0	118.0	81.0	37.0	39.0	2.0	37.0	85.0	81.0	4.0	0.04838709677419355	0.3333333333333333	0.6666666666666666	0.9516129032258065	0.6864406779661016	0.3135593220338983	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9529411764705882	0.047058823529411764	95.26312822305378	0.4554491989053661	98.08692751641705	83	41	0.004223227752639502
utahontario1_BIOCARTA_TFF_PATHWAY_weka_svm_weights_r_svm_rbf	0.5886287625418061	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4446421296408456	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.9417087300752	0.4740361429382515	98.67975764986461	23	13	0.0
utahontario1_BIOCARTA_TFF_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.635897435897436	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	0.02305918524212131	0.41667544442544435	7.0	3.0	4.0	117.0	81.0	36.0	39.0	3.0	36.0	85.0	81.0	4.0	0.056451612903225805	0.42857142857142855	0.5714285714285714	0.9435483870967742	0.6923076923076923	0.3076923076923077	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9529411764705882	0.047058823529411764	96.38935658429295	0.4574471006813395	98.51720173175393	84	40	0.029864253393665052
utahontario1_BIOCARTA_TGFB_PATHWAY_weka_svm_weights_r_svm_rbf	0.5585284280936454	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44274481258786164	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.53231918299602	0.48197856794092175	100.33312646169763	23	13	0.0
utahontario1_BIOCARTA_TGFB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.657315233785822	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.012749003984063966	0.4164639455605877	4.0	1.0	3.0	120.0	82.0	38.0	39.0	1.0	38.0	85.0	82.0	3.0	0.03225806451612903	0.25	0.75	0.967741935483871	0.6833333333333333	0.31666666666666665	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9647058823529412	0.03529411764705882	96.34043064019285	0.45690391756635	98.40022016068922	83	41	-0.009653092006033148
utahontario1_BIOCARTA_TH1TH2_PATHWAY_weka_svm_weights_r_svm_rbf	0.5785953177257525	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.05439330543933049	0.4501774497952344	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	97.13608064982344	0.48156593922343444	100.24722984295326	22	14	-0.04347826086956519
utahontario1_BIOCARTA_TH1TH2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6147812971342385	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.05362537764350454	0.42299268501686627	8.0	2.0	6.0	116.0	79.0	37.0	39.0	2.0	37.0	85.0	79.0	6.0	0.06451612903225806	0.25	0.75	0.9354838709677419	0.6810344827586207	0.31896551724137934	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9294117647058824	0.07058823529411765	97.8507212126669	0.4638277234186774	99.89135209023752	81	43	-0.019306184012066296
utahontario1_BIOCARTA_THELPER_PATHWAY_weka_svm_weights_r_svm_rbf	0.5183946488294314	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.040983606557376935	0.44909615962384425	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	96.90276756552349	0.49857309534446925	103.78759711101564	23	13	0.03344481605351168
utahontario1_BIOCARTA_THELPER_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6974358974358974	0.7338709677419355	0.3145161290322581	0.048387096774193616	NA	0.2661290322580645	0.30507880910683016	0.38527684648260563	18.0	12.0	6.0	106.0	79.0	27.0	39.0	12.0	27.0	85.0	79.0	6.0	0.14516129032258066	0.6666666666666666	0.3333333333333333	0.8548387096774194	0.7452830188679245	0.25471698113207547	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.9294117647058824	0.07058823529411765	89.12593203204374	0.4386402714379539	94.46690566966141	91	33	0.2371040723981901
utahontario1_BIOCARTA_TID_PATHWAY_weka_svm_weights_r_svm_rbf	0.5518394648829431	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	-0.05439330543933049	0.4434990563775671	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.6950645306801	0.4825150176171158	100.44479879897987	23	13	0.0
utahontario1_BIOCARTA_TID_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4971342383107089	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.4347934580036079	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	100.58058910050893	0.47139322741969525	101.52068208874562	82	42	-0.03529411764705881
utahontario1_BIOCARTA_TNFR1_PATHWAY_weka_svm_weights_r_svm_rbf	0.5652173913043478	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.13253012048192772	0.4434810959135074	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	95.6911891497915	0.4744850684300404	98.77321014160498	24	12	0.11036789297658878
utahontario1_BIOCARTA_TNFR1_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6039215686274509	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.05523809523809525	0.41311662167831686	8.0	4.0	4.0	116.0	81.0	35.0	39.0	4.0	35.0	85.0	81.0	4.0	0.06451612903225806	0.5	0.5	0.9354838709677419	0.6982758620689655	0.3017241379310345	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9529411764705882	0.047058823529411764	95.56609560411647	0.4583757325842965	98.71719472850022	85	39	0.055505279034690824
utahontario1_BIOCARTA_TNFR2_PATHWAY_weka_svm_weights_r_svm_rbf	0.4046822742474917	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.05439330543933049	0.4700679649826685	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	101.42791421077139	0.5020309364428279	104.50741336692974	22	14	-0.04347826086956519
utahontario1_BIOCARTA_TNFR2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6380090497737556	0.7338709677419355	0.3145161290322581	0.048387096774193616	NA	0.2661290322580645	0.2572070385623361	0.3917218801024938	10.0	8.0	2.0	114.0	83.0	31.0	39.0	8.0	31.0	85.0	83.0	2.0	0.08064516129032258	0.8	0.2	0.9193548387096774	0.7280701754385965	0.2719298245614035	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9764705882352941	0.023529411764705882	90.61685896833531	0.44020038802178496	94.80289713181172	91	33	0.18159879336349927
